

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
,Buy to Cover,26/02/2025 10:35,chiudoShort,$6348.00,,($150.00),$52505.00,,($330.00),37.89%,-31.58%,$0.00,$0.00
1203,Sell Short,28/02/2025 03:20,Sell2,$6229.25,$0.00,3,$172.50,0.18%,$585.00,68.12%,,$0.00,$0.00
,Buy to Cover,28/02/2025 10:35,chiudoShort,$6217.75,,$172.50,$52677.50,,($273.75),51.97%,20.09%,$0.00,$0.00
1204,Sell Short,28/02/2025 09:25,Sell3,$6235.50,$0.00,4,$355.00,0.28%,$370.00,60.66%,,$0.00,$0.00
,Buy to Cover,28/02/2025 10:35,chiudoShort,$6217.75,,$355.00,$53032.50,,($240.00),97.54%,58.20%,$0.00,$0.00
1205,Sell Short,11/03/2025 03:30,Sell2,$5976.75,$0.00,3,$450.00,0.50%,$450.00,78.95%,,$0.00,$0.00
,Buy to Cover,11/03/2025 08:30,Target2lottoS,$5946.75,,$450.00,$53482.50,,($120.00),100.00%,78.95%,$0.00,$0.00
1206,Sell Short,11/03/2025 06:40,Sell3,$5982.75,$0.00,4,$1830.00,1.53%,$1830.00,97.86%,,$0.00,$0.00
,Buy to Cover,11/03/2025 09:40,Cover,$5891.25,,$1830.00,$55312.50,,($40.00),100.00%,97.86%,$0.00,$0.00
1207,Sell Short,25/03/2025 06:05,Sell2,$6103.25,$0.00,3,($116.25),-0.13%,$153.75,40.59%,,$0.00,$0.00
,Buy to Cover,25/03/2025 10:35,chiudoShort,$6111.00,,($116.25),$55196.25,,($225.00),28.71%,-30.69%,$0.00,$0.00
1208,Sell Short,25/03/2025 07:00,Sell3,$6109.25,$0.00,4,($35.00),-0.03%,$325.00,64.36%,,$0.00,$0.00
,Buy to Cover,25/03/2025 10:35,chiudoShort,$6111.00,,($35.00),$55161.25,,($180.00),28.71%,-6.93%,$0.00,$0.00
1209,Sell Short,27/03/2025 09:40,Sell2,$6056.75,$0.00,3,$93.75,0.10%,$123.75,67.35%,,$0.00,$0.00
,Buy to Cover,27/03/2025 10:35,chiudoShort,$6050.50,,$93.75,$55255.00,,($60.00),83.67%,51.02%,$0.00,$0.00
1210,Sell Short,07/04/2025 05:40,Sell2,$5294.25,$0.00,3,$401.25,0.51%,$401.25,49.54%,,$0.00,$0.00
,Buy to Cover,07/04/2025 06:00,Target2lottoS,$5267.50,,$401.25,$55656.25,,($408.75),100.00%,49.54%,$0.00,$0.00
1211,Sell Short,07/04/2025 05:40,Sell3,$5299.50,$0.00,4,$620.00,0.58%,$3030.00,36.18%,,$0.00,$0.00
,Buy to Cover,07/04/2025 10:35,chiudoShort,$5268.50,,$620.00,$56276.25,,($5345.00),71.22%,7.40%,$0.00,$0.00
1212,Sell Short,07/04/2025 06:05,Sell2,$5294.25,$0.00,3,$401.25,0.51%,$401.25,50.00%,,$0.00,$0.00
,Buy to Cover,07/04/2025 06:40,Target2lottoS,$5267.50,,$401.25,$56677.50,,($401.25),100.00%,50.00%,$0.00,$0.00
1213,Sell Short,07/04/2025 07:30,Sell2,$5294.25,$0.00,3,$401.25,0.51%,$401.25,63.31%,,$0.00,$0.00
,Buy to Cover,07/04/2025 07:45,Target2lottoS,$5267.50,,$401.25,$57078.75,,($232.50),100.00%,63.31%,$0.00,$0.00
1214,Sell Short,07/04/2025 07:50,Sell2,$5294.25,$0.00,3,$401.25,0.51%,$401.25,91.45%,,$0.00,$0.00
,Buy to Cover,07/04/2025 07:55,Target2lottoS,$5267.50,,$401.25,$57480.00,,($37.50),100.00%,91.45%,$0.00,$0.00
1215,Sell Short,07/04/2025 07:55,Sell2,$5294.25,$0.00,3,$401.25,0.51%,$401.25,68.15%,,$0.00,$0.00
,Buy to Cover,07/04/2025 08:05,Target2lottoS,$5267.50,,$401.25,$57881.25,,($187.50),100.00%,68.15%,$0.00,$0.00
1216,Sell Short,07/04/2025 09:00,Sell2,$5294.25,$0.00,3,$401.25,0.51%,$401.25,66.88%,,$0.00,$0.00
,Buy to Cover,07/04/2025 09:05,Target2lottoS,$5267.50,,$401.25,$58282.50,,($198.75),100.00%,66.88%,$0.00,$0.00
1217,Sell Short,07/04/2025 09:10,Sell2,$5294.25,$0.00,3,$401.25,0.51%,$401.25,8.94%,,$0.00,$0.00
,Buy to Cover,07/04/2025 09:45,Target2lottoS,$5267.50,,$401.25,$58683.75,,($4087.50),100.00%,8.94%,$0.00,$0.00
1218,Sell Short,07/04/2025 09:45,Sell2,$5294.25,$0.00,3,$401.25,0.51%,$401.25,16.36%,,$0.00,$0.00
,Buy to Cover,07/04/2025 10:20,Target2lottoS,$5267.50,,$401.25,$59085.00,,($2051.25),100.00%,16.36%,$0.00,$0.00
1219,Sell Short,07/04/2025 10:20,Sell2,$5294.25,$0.00,3,$401.25,0.51%,$540.00,45.14%,,$0.00,$0.00
,Buy to Cover,07/04/2025 10:30,Target2lottoS,$5267.50,,$401.25,$59486.25,,($656.25),88.40%,33.54%,$0.00,$0.00
1220,Sell Short,08/04/2025 06:35,Sell2,$5473.75,$0.00,3,($26.25),-0.03%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,08/04/2025 10:35,chiudoShort,$5475.50,,($26.25),$59460.00,,($1676.25),98.43%,-1.57%,$0.00,$0.00
1221,Sell Short,08/04/2025 06:40,Sell3,$5479.25,$0.00,4,$75.00,0.07%,$90.00,4.06%,,$0.00,$0.00
,Buy to Cover,08/04/2025 10:35,chiudoShort,$5475.50,,$75.00,$59535.00,,($2125.00),99.32%,3.39%,$0.00,$0.00
1222,Sell Short,17/04/2025 00:40,Sell2,$5633.50,$0.00,3,$427.50,0.51%,$427.50,57.29%,,$0.00,$0.00
,Buy to Cover,17/04/2025 05:45,Target2lottoS,$5605.00,,$427.50,$59962.50,,($318.75),100.00%,57.29%,$0.00,$0.00
1223,Sell Short,17/04/2025 02:20,Sell3,$5639.25,$0.00,4,$1300.00,1.15%,$1300.00,80.75%,,$0.00,$0.00
,Buy to Cover,17/04/2025 09:35,Cover,$5574.25,,$1300.00,$61262.50,,($310.00),100.00%,80.75%,$0.00,$0.00
1224,Sell Short,17/04/2025 07:05,Sell2,$5633.50,$0.00,3,$427.50,0.51%,$427.50,87.69%,,$0.00,$0.00
,Buy to Cover,17/04/2025 08:05,Target2lottoS,$5605.00,,$427.50,$61690.00,,($60.00),100.00%,87.69%,$0.00,$0.00
1225,Sell Short,22/04/2025 01:50,Sell2,$5510.50,$0.00,3,($978.75),-1.18%,$191.25,14.53%,,$0.00,$0.00
,Buy to Cover,22/04/2025 10:35,chiudoShort,$5575.75,,($978.75),$60711.25,,($1125.00),11.11%,-74.36%,$0.00,$0.00
1226,Sell Short,22/04/2025 01:55,Sell3,$5516.00,$0.00,4,($1195.00),-1.08%,$365.00,20.80%,,$0.00,$0.00
,Buy to Cover,22/04/2025 10:35,chiudoShort,$5575.75,,($1195.00),$59516.25,,($1390.00),11.11%,-68.09%,$0.00,$0.00
1227,Sell Short,01/05/2025 04:10,Sell2,$5935.75,$0.00,3,($292.50),-0.33%,$420.00,50.45%,,$0.00,$0.00
,Buy to Cover,01/05/2025 10:35,chiudoShort,$5955.25,,($292.50),$59223.75,,($412.50),14.41%,-35.14%,$0.00,$0.00
1228,Sell Short,01/05/2025 04:55,Sell3,$5941.75,$0.00,4,($270.00),-0.23%,$680.00,61.26%,,$0.00,$0.00
,Buy to Cover,01/05/2025 10:35,chiudoShort,$5955.25,,($270.00),$58953.75,,($430.00),14.41%,-24.32%,$0.00,$0.00
1229,Sell Short,08/05/2025 04:00,Sell2,$5987.50,$0.00,3,$450.00,0.50%,$450.00,72.73%,,$0.00,$0.00
,Buy to Cover,08/05/2025 08:50,Target2lottoS,$5957.50,,$450.00,$59403.75,,($168.75),100.00%,72.73%,$0.00,$0.00
1230,Sell Short,08/05/2025 04:45,Sell3,$5993.50,$0.00,4,$260.00,0.22%,$1195.00,91.92%,,$0.00,$0.00
,Buy to Cover,08/05/2025 10:35,chiudoShort,$5980.50,,$260.00,$59663.75,,($105.00),28.08%,20.00%,$0.00,$0.00
1231,Sell Short,08/05/2025 10:30,Sell2,$5987.50,$0.00,3,$105.00,0.12%,$105.00,75.68%,,$0.00,$0.00
,Buy to Cover,08/05/2025 10:35,chiudoShort,$5980.50,,$105.00,$59768.75,,($33.75),100.00%,75.68%,$0.00,$0.00
1232,Sell Short,09/05/2025 05:35,Sell2,$5982.25,$0.00,3,$450.00,0.50%,$450.00,67.42%,,$0.00,$0.00
,Buy to Cover,09/05/2025 09:40,Target2lottoS,$5952.25,,$450.00,$60218.75,,($217.50),100.00%,67.42%,$0.00,$0.00
1233,Sell Short,09/05/2025 06:30,Sell3,$5988.25,$0.00,4,$835.00,0.70%,$835.00,83.08%,,$0.00,$0.00
,Buy to Cover,09/05/2025 09:40,Cover,$5946.50,,$835.00,$61053.75,,($170.00),100.00%,83.08%,$0.00,$0.00
1234,Sell Short,13/05/2025 08:40,Sell2,$6157.00,$0.00,3,($547.50),-0.59%,$33.75,5.17%,,$0.00,$0.00
,Buy to Cover,13/05/2025 10:35,chiudoShort,$6193.50,,($547.50),$60506.25,,($618.75),10.92%,-83.91%,$0.00,$0.00
1235,Sell Short,13/05/2025 08:55,Sell3,$6163.25,$0.00,4,($605.00),-0.49%,$5.00,0.71%,,$0.00,$0.00
,Buy to Cover,13/05/2025 10:35,chiudoShort,$6193.50,,($605.00),$59901.25,,($700.00),13.48%,-85.82%,$0.00,$0.00
1236,Sell Short,16/05/2025 03:05,Sell2,$6227.25,$0.00,3,$78.75,0.08%,$322.50,64.18%,,$0.00,$0.00
,Buy to Cover,16/05/2025 10:35,chiudoShort,$6222.00,,$78.75,$59980.00,,($180.00),51.49%,15.67%,$0.00,$0.00
1237,Sell Short,16/05/2025 05:50,Sell3,$6233.50,$0.00,4,$230.00,0.18%,$555.00,82.84%,,$0.00,$0.00
,Buy to Cover,16/05/2025 10:35,chiudoShort,$6222.00,,$230.00,$60210.00,,($115.00),51.49%,34.33%,$0.00,$0.00
1238,Sell Short,22/05/2025 09:10,Sell2,$6161.25,$0.00,3,$435.00,0.47%,$435.00,99.15%,,$0.00,$0.00
,Buy to Cover,22/05/2025 09:40,Cover,$6132.25,,$435.00,$60645.00,,($3.75),100.00%,99.15%,$0.00,$0.00
1239,Sell Short,26/05/2025 01:30,Sell2,$6166.75,$0.00,3,$60.00,0.06%,$217.50,59.79%,,$0.00,$0.00
,Buy to Cover,26/05/2025 10:35,chiudoShort,$6162.75,,$60.00,$60705.00,,($146.25),56.70%,16.49%,$0.00,$0.00
1240,Sell Short,26/05/2025 03:00,Sell3,$6173.00,$0.00,4,$205.00,0.17%,$415.00,85.57%,,$0.00,$0.00
,Buy to Cover,26/05/2025 10:35,chiudoShort,$6162.75,,$205.00,$60910.00,,($70.00),56.70%,42.27%,$0.00,$0.00
1241,Sell Short,03/06/2025 09:20,Sell2,$6236.75,$0.00,3,($213.75),-0.23%,$71.25,22.62%,,$0.00,$0.00
,Buy to Cover,03/06/2025 10:35,chiudoShort,$6251.00,,($213.75),$60696.25,,($243.75),9.52%,-67.86%,$0.00,$0.00
1242,Sell Short,03/06/2025 09:55,Sell3,$6243.00,$0.00,4,($160.00),-0.13%,$45.00,18.37%,,$0.00,$0.00
,Buy to Cover,03/06/2025 10:35,chiudoShort,$6251.00,,($160.00),$60536.25,,($200.00),16.33%,-65.31%,$0.00,$0.00
1243,Sell Short,06/06/2025 01:40,Sell2,$6254.75,$0.00,3,($408.75),-0.44%,$168.75,18.00%,,$0.00,$0.00
,Buy to Cover,06/06/2025 10:35,chiudoShort,$6282.00,,($408.75),$60127.50,,($768.75),38.40%,-43.60%,$0.00,$0.00
1244,Sell Short,11/06/2025 07:50,Sell3,$6345.75,$0.00,4,$165.00,0.13%,$580.00,98.31%,,$0.00,$0.00
,Buy to Cover,11/06/2025 10:35,chiudoShort,$6337.50,,$165.00,$60292.50,,($10.00),29.66%,27.97%,$0.00,$0.00
1245,Sell Short,11/06/2025 07:55,Sell2,$6339.50,$0.00,3,$30.00,0.03%,$341.25,78.45%,,$0.00,$0.00
,Buy to Cover,11/06/2025 10:35,chiudoShort,$6337.50,,$30.00,$60322.50,,($93.75),28.45%,6.90%,$0.00,$0.00
1246,Sell Short,12/06/2025 09:25,Sell2,$6319.25,$0.00,3,$0.00,0.00%,$138.75,44.05%,,$0.00,$0.00
,Buy to Cover,12/06/2025 10:35,chiudoShort,$6319.25,,$0.00,$60322.50,,($176.25),55.95%,0.00%,$0.00,$0.00
1247,Sell Short,12/06/2025 09:45,Sell3,$6325.50,$0.00,4,$125.00,0.10%,$310.00,73.81%,,$0.00,$0.00
,Buy to Cover,12/06/2025 10:35,chiudoShort,$6319.25,,$125.00,$60447.50,,($110.00),55.95%,29.76%,$0.00,$0.00
1248,Sell Short,16/06/2025 01:35,Sell2,$6282.25,$0.00,3,($663.75),-0.70%,$56.25,6.38%,,$0.00,$0.00
,Buy to Cover,16/06/2025 10:35,chiudoShort,$6326.50,,($663.75),$59783.75,,($825.00),18.30%,-75.32%,$0.00,$0.00
1249,Sell Short,16/06/2025 02:05,Sell3,$6288.50,$0.00,4,($760.00),-0.60%,$125.00,11.36%,,$0.00,$0.00
,Buy to Cover,16/06/2025 10:35,chiudoShort,$6326.50,,($760.00),$59023.75,,($975.00),19.55%,-69.09%,$0.00,$0.00
1250,Sell Short,20/06/2025 06:50,Sell2,$6273.00,$0.00,3,$476.25,0.51%,$476.25,54.27%,,$0.00,$0.00
,Buy to Cover,20/06/2025 10:05,Target2lottoS,$6241.25,,$476.25,$59500.00,,($401.25),100.00%,54.27%,$0.00,$0.00
1251,Sell Short,20/06/2025 07:50,Sell3,$6279.25,$0.00,4,$480.00,0.38%,$805.00,66.26%,,$0.00,$0.00
,Buy to Cover,20/06/2025 10:35,chiudoShort,$6255.25,,$480.00,$59980.00,,($410.00),73.25%,39.51%,$0.00,$0.00
1252,Sell Short,23/06/2025 01:55,Sell2,$6242.50,$0.00,3,($378.75),-0.40%,$168.75,20.18%,,$0.00,$0.00
,Buy to Cover,23/06/2025 10:35,chiudoShort,$6267.75,,($378.75),$59601.25,,($667.50),34.53%,-45.29%,$0.00,$0.00
1253,Sell Short,23/06/2025 02:15,Sell3,$6248.75,$0.00,4,($380.00),-0.30%,$350.00,31.39%,,$0.00,$0.00
,Buy to Cover,23/06/2025 10:35,chiudoShort,$6267.75,,($380.00),$59221.25,,($765.00),34.53%,-34.08%,$0.00,$0.00
1254,Sell Short,24/06/2025 01:05,Sell2,$6353.75,$0.00,3,($135.00),-0.14%,$247.50,46.81%,,$0.00,$0.00
,Buy to Cover,24/06/2025 10:35,chiudoShort,$6362.75,,($135.00),$59086.25,,($281.25),27.66%,-25.53%,$0.00,$0.00
1255,Sell Short,24/06/2025 01:15,Sell3,$6360.00,$0.00,4,($55.00),-0.04%,$455.00,64.54%,,$0.00,$0.00
,Buy to Cover,24/06/2025 10:35,chiudoShort,$6362.75,,($55.00),$59031.25,,($250.00),27.66%,-7.80%,$0.00,$0.00
1256,Sell Short,27/06/2025 01:40,Sell2,$6440.50,$0.00,3,($247.50),-0.26%,$146.25,33.33%,,$0.00,$0.00
,Buy to Cover,27/06/2025 10:35,chiudoShort,$6457.00,,($247.50),$58783.75,,($292.50),10.26%,-56.41%,$0.00,$0.00
1257,Sell Short,27/06/2025 06:45,Sell3,$6447.00,$0.00,4,($200.00),-0.16%,$325.00,55.56%,,$0.00,$0.00
,Buy to Cover,27/06/2025 10:35,chiudoShort,$6457.00,,($200.00),$58583.75,,($260.00),10.26%,-34.19%,$0.00,$0.00
1258,Sell Short,03/07/2025 08:10,Sell2,$6518.75,$0.00,3,($517.50),-0.53%,$30.00,4.97%,,$0.00,$0.00
,Buy to Cover,03/07/2025 10:35,chiudoShort,$6553.25,,($517.50),$58066.25,,($573.75),9.32%,-85.71%,$0.00,$0.00
1259,Sell Short,03/07/2025 08:35,Sell3,$6525.25,$0.00,4,($560.00),-0.43%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,03/07/2025 10:35,chiudoShort,$6553.25,,($560.00),$57506.25,,($635.00),11.81%,-88.19%,$0.00,$0.00
1260,Sell Short,08/07/2025 02:55,Sell2,$6515.25,$0.00,3,$288.75,0.30%,$363.75,89.81%,,$0.00,$0.00
,Buy to Cover,08/07/2025 10:35,chiudoShort,$6496.00,,$288.75,$57795.00,,($41.25),81.48%,71.30%,$0.00,$0.00
1261,Sell Short,10/07/2025 10:10,Sell2,$6547.25,$0.00,3,($48.75),-0.05%,$52.50,48.28%,,$0.00,$0.00
,Buy to Cover,10/07/2025 10:35,chiudoShort,$6550.50,,($48.75),$57746.25,,($56.25),6.90%,-44.83%,$0.00,$0.00
1262,Sell Short,14/07/2025 08:25,Sell2,$6515.75,$0.00,3,($258.75),-0.26%,$101.25,28.13%,,$0.00,$0.00
,Buy to Cover,14/07/2025 10:35,chiudoShort,$6533.00,,($258.75),$57487.50,,($258.75),0.00%,-71.88%,$0.00,$0.00
1263,Sell Short,14/07/2025 08:30,Sell3,$6522.25,$0.00,4,($215.00),-0.16%,$265.00,55.21%,,$0.00,$0.00
,Buy to Cover,14/07/2025 10:35,chiudoShort,$6533.00,,($215.00),$57272.50,,($215.00),0.00%,-44.79%,$0.00,$0.00
1264,Sell Short,16/07/2025 09:00,Sell2,$6513.25,$0.00,3,$150.00,0.15%,$438.75,73.58%,,$0.00,$0.00
,Buy to Cover,16/07/2025 10:35,chiudoShort,$6503.25,,$150.00,$57422.50,,($157.50),51.57%,25.16%,$0.00,$0.00
1265,Sell Short,16/07/2025 09:35,Sell3,$6519.75,$0.00,4,$330.00,0.25%,$715.00,89.94%,,$0.00,$0.00
,Buy to Cover,16/07/2025 10:35,chiudoShort,$6503.25,,$330.00,$57752.50,,($80.00),51.57%,41.51%,$0.00,$0.00
1266,Sell Short,24/07/2025 10:05,Sell2,$6642.00,$0.00,3,$22.50,0.02%,$45.00,57.14%,,$0.00,$0.00
,Buy to Cover,24/07/2025 10:35,chiudoShort,$6640.50,,$22.50,$57775.00,,($33.75),71.43%,28.57%,$0.00,$0.00
1267,Sell Short,29/07/2025 04:55,Sell2,$6668.75,$0.00,3,$247.50,0.25%,$247.50,86.84%,,$0.00,$0.00
,Buy to Cover,29/07/2025 09:55,Cover,$6652.25,,$247.50,$58022.50,,($37.50),100.00%,86.84%,$0.00,$0.00
1268,Sell Short,31/07/2025 02:45,Sell2,$6694.75,$0.00,3,$521.25,0.52%,$521.25,93.29%,,$0.00,$0.00
,Buy to Cover,31/07/2025 08:45,Cover,$6660.00,,$521.25,$58543.75,,($37.50),100.00%,93.29%,$0.00,$0.00
1269,Sell Short,04/08/2025 02:35,Sell2,$6525.75,$0.00,3,($592.50),-0.61%,$37.50,4.95%,,$0.00,$0.00
,Buy to Cover,04/08/2025 10:35,chiudoShort,$6565.25,,($592.50),$57951.25,,($720.00),16.83%,-78.22%,$0.00,$0.00
1270,Sell Short,04/08/2025 03:45,Sell3,$6532.25,$0.00,4,($660.00),-0.51%,$180.00,17.82%,,$0.00,$0.00
,Buy to Cover,04/08/2025 10:35,chiudoShort,$6565.25,,($660.00),$57291.25,,($830.00),16.83%,-65.35%,$0.00,$0.00
1271,Sell Short,07/08/2025 03:05,Sell2,$6626.75,$0.00,3,$498.75,0.50%,$498.75,53.63%,,$0.00,$0.00
,Buy to Cover,07/08/2025 10:15,Cover,$6593.50,,$498.75,$57790.00,,($431.25),100.00%,53.63%,$0.00,$0.00
1272,Sell Short,07/08/2025 03:30,Sell3,$6633.25,$0.00,4,$795.00,0.60%,$795.00,64.11%,,$0.00,$0.00
,Buy to Cover,07/08/2025 10:15,Cover,$6593.50,,$795.00,$58585.00,,($445.00),100.00%,64.11%,$0.00,$0.00
1273,Sell Short,08/08/2025 08:50,Sell2,$6622.75,$0.00,3,($123.75),-0.12%,$22.50,7.32%,,$0.00,$0.00
,Buy to Cover,08/08/2025 10:35,chiudoShort,$6631.00,,($123.75),$58461.25,,($285.00),52.44%,-40.24%,$0.00,$0.00
1274,Sell Short,08/08/2025 09:00,Sell3,$6629.25,$0.00,4,($35.00),-0.03%,$55.00,18.03%,,$0.00,$0.00
,Buy to Cover,08/08/2025 10:35,chiudoShort,$6631.00,,($35.00),$58426.25,,($250.00),70.49%,-11.48%,$0.00,$0.00
1275,Sell Short,13/08/2025 03:25,Sell2,$6708.50,$0.00,3,$45.00,0.04%,$138.75,28.91%,,$0.00,$0.00
,Buy to Cover,13/08/2025 10:35,chiudoShort,$6705.50,,$45.00,$58471.25,,($341.25),80.47%,9.38%,$0.00,$0.00
1276,Sell Short,13/08/2025 08:05,Sell3,$6715.25,$0.00,4,$195.00,0.15%,$320.00,50.00%,,$0.00,$0.00
,Buy to Cover,13/08/2025 10:35,chiudoShort,$6705.50,,$195.00,$58666.25,,($320.00),80.47%,30.47%,$0.00,$0.00
1277,Sell Short,03/09/2025 04:45,Sell2,$6684.25,$0.00,3,$138.75,0.14%,$270.00,66.67%,,$0.00,$0.00
,Buy to Cover,03/09/2025 10:35,chiudoShort,$6675.00,,$138.75,$58805.00,,($135.00),67.59%,34.26%,$0.00,$0.00
1278,Sell Short,03/09/2025 09:50,Sell3,$6691.00,$0.00,4,$320.00,0.24%,$350.00,88.61%,,$0.00,$0.00
,Buy to Cover,03/09/2025 10:35,chiudoShort,$6675.00,,$320.00,$59125.00,,($45.00),92.41%,81.01%,$0.00,$0.00
1279,Sell Short,05/09/2025 01:20,Sell2,$6757.75,$0.00,3,$236.25,0.23%,$236.25,90.00%,,$0.00,$0.00
,Buy to Cover,05/09/2025 07:35,Cover,$6742.00,,$236.25,$59361.25,,($26.25),100.00%,90.00%,$0.00,$0.00
1280,Sell Short,05/09/2025 07:50,Sell2,$6757.75,$0.00,3,$236.25,0.23%,$236.25,55.26%,,$0.00,$0.00
,Buy to Cover,05/09/2025 09:15,Cover,$6742.00,,$236.25,$59597.50,,($191.25),100.00%,55.26%,$0.00,$0.00
1281,Sell Short,05/09/2025 08:00,Sell3,$6764.50,$0.00,4,$450.00,0.33%,$450.00,78.95%,,$0.00,$0.00
,Buy to Cover,05/09/2025 09:15,Cover,$6742.00,,$450.00,$60047.50,,($120.00),100.00%,78.95%,$0.00,$0.00
1282,Sell Short,08/09/2025 10:00,Sell2,$6742.75,$0.00,3,($30.00),-0.03%,$67.50,66.67%,,$0.00,$0.00
,Buy to Cover,08/09/2025 10:35,chiudoShort,$6744.75,,($30.00),$60017.50,,($33.75),3.70%,-29.63%,$0.00,$0.00
1283,Sell Short,10/09/2025 07:10,Sell2,$6775.00,$0.00,3,$22.50,0.02%,$97.50,25.74%,,$0.00,$0.00
,Buy to Cover,10/09/2025 10:35,chiudoShort,$6773.50,,$22.50,$60040.00,,($281.25),80.20%,5.94%,$0.00,$0.00
1284,Sell Short,10/09/2025 08:10,Sell3,$6781.75,$0.00,4,$165.00,0.12%,$240.00,56.47%,,$0.00,$0.00
,Buy to Cover,10/09/2025 10:35,chiudoShort,$6773.50,,$165.00,$60205.00,,($185.00),82.35%,38.82%,$0.00,$0.00
1285,Sell Short,16/09/2025 03:10,Sell2,$6864.25,$0.00,3,$311.25,0.30%,$330.00,82.24%,,$0.00,$0.00
,Buy to Cover,16/09/2025 09:00,Cover,$6843.50,,$311.25,$60516.25,,($71.25),95.33%,77.57%,$0.00,$0.00
1286,Sell Short,18/09/2025 03:00,Sell2,$6872.25,$0.00,3,($18.75),-0.02%,$450.00,60.61%,,$0.00,$0.00
,Buy to Cover,18/09/2025 10:35,chiudoShort,$6873.50,,($18.75),$60497.50,,($292.50),36.87%,-2.53%,$0.00,$0.00
1287,Sell Short,18/09/2025 03:30,Sell3,$6879.00,$0.00,4,$110.00,0.08%,$735.00,74.24%,,$0.00,$0.00
,Buy to Cover,18/09/2025 10:35,chiudoShort,$6873.50,,$110.00,$60607.50,,($255.00),36.87%,11.11%,$0.00,$0.00
1288,Sell Short,26/09/2025 08:00,Sell3,$6854.00,$0.00,4,$80.00,0.06%,$495.00,54.10%,,$0.00,$0.00
,Buy to Cover,26/09/2025 10:35,chiudoShort,$6850.00,,$80.00,$60687.50,,($420.00),54.64%,8.74%,$0.00,$0.00
1289,Sell Short,26/09/2025 08:35,Sell2,$6847.25,$0.00,3,($41.25),-0.04%,$270.00,39.34%,,$0.00,$0.00
,Buy to Cover,26/09/2025 10:35,chiudoShort,$6850.00,,($41.25),$60646.25,,($416.25),54.64%,-6.01%,$0.00,$0.00
1290,Sell Short,02/10/2025 07:55,Sell2,$6950.50,$0.00,3,$348.75,0.33%,$348.75,86.11%,,$0.00,$0.00
,Buy to Cover,02/10/2025 09:50,Cover,$6927.25,,$348.75,$60995.00,,($56.25),100.00%,86.11%,$0.00,$0.00
1291,Sell Short,08/10/2025 09:05,Sell2,$6951.25,$0.00,3,($262.50),-0.25%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,08/10/2025 10:35,chiudoShort,$6968.75,,($262.50),$60732.50,,($296.25),11.39%,-88.61%,$0.00,$0.00
1292,Sell Short,08/10/2025 09:10,Sell3,$6958.25,$0.00,4,($210.00),-0.15%,$70.00,21.54%,,$0.00,$0.00
,Buy to Cover,08/10/2025 10:35,chiudoShort,$6968.75,,($210.00),$60522.50,,($255.00),13.85%,-64.62%,$0.00,$0.00
1293,Sell Short,10/10/2025 08:40,Sell2,$6971.50,$0.00,3,$1653.75,1.58%,$1732.50,94.29%,,$0.00,$0.00
,Buy to Cover,10/10/2025 10:35,chiudoShort,$6861.25,,$1653.75,$62176.25,,($105.00),95.71%,90.00%,$0.00,$0.00
1294,Sell Short,13/10/2025 02:10,Sell2,$6863.75,$0.00,3,$517.50,0.50%,$517.50,70.41%,,$0.00,$0.00
,Buy to Cover,13/10/2025 06:15,Target2lottoS,$6829.25,,$517.50,$62693.75,,($217.50),100.00%,70.41%,$0.00,$0.00
1295,Sell Short,13/10/2025 02:25,Sell3,$6870.50,$0.00,4,$130.00,0.09%,$905.00,85.38%,,$0.00,$0.00
,Buy to Cover,13/10/2025 10:35,chiudoShort,$6864.00,,$130.00,$62823.75,,($155.00),26.89%,12.26%,$0.00,$0.00
1296,Sell Short,13/10/2025 09:00,Sell2,$6863.75,$0.00,3,($3.75),0.00%,$450.00,85.11%,,$0.00,$0.00
,Buy to Cover,13/10/2025 10:35,chiudoShort,$6864.00,,($3.75),$62820.00,,($78.75),14.18%,-0.71%,$0.00,$0.00
1297,Sell Short,15/10/2025 00:20,Sell2,$6884.75,$0.00,3,($420.00),-0.41%,$90.00,10.00%,,$0.00,$0.00
,Buy to Cover,15/10/2025 10:35,chiudoShort,$6912.75,,($420.00),$62400.00,,($810.00),43.33%,-46.67%,$0.00,$0.00
1298,Sell Short,15/10/2025 02:20,Sell3,$6891.75,$0.00,4,($420.00),-0.30%,$215.00,18.61%,,$0.00,$0.00
,Buy to Cover,15/10/2025 10:35,chiudoShort,$6912.75,,($420.00),$61980.00,,($940.00),45.02%,-36.36%,$0.00,$0.00
1299,Sell Short,17/10/2025 08:55,Sell2,$6848.00,$0.00,3,$333.75,0.32%,$468.75,59.52%,,$0.00,$0.00
,Buy to Cover,17/10/2025 10:35,chiudoShort,$6825.75,,$333.75,$62313.75,,($318.75),82.86%,42.38%,$0.00,$0.00
1300,Sell Short,17/10/2025 09:00,Sell3,$6854.75,$0.00,4,$580.00,0.42%,$760.00,72.38%,,$0.00,$0.00
,Buy to Cover,17/10/2025 10:35,chiudoShort,$6825.75,,$580.00,$62893.75,,($290.00),82.86%,55.24%,$0.00,$0.00
1301,Sell Short,20/10/2025 02:40,Sell2,$6907.25,$0.00,3,($521.25),-0.50%,$356.25,37.11%,,$0.00,$0.00
