

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
,Buy to Cover,27/10/2016 11:15,StochSx2,$2896.75,,($60.00),($753.75),,($71.25),7.89%,-42.11%,$0.00,$0.00
32,Sell Short,27/10/2016 12:00,StochES2,$2892.25,$0.00,3,($52.50),-0.12%,$7.50,11.11%,,$0.00,$0.00
,Buy to Cover,27/10/2016 13:30,StochSx2,$2895.75,,($52.50),($806.25),,($60.00),11.11%,-77.78%,$0.00,$0.00
33,Sell Short,28/10/2016 11:15,StochES2,$2893.00,$0.00,3,($30.00),-0.07%,$7.50,18.18%,,$0.00,$0.00
,Buy to Cover,28/10/2016 11:30,StochSx2,$2895.00,,($30.00),($836.25),,($33.75),9.09%,-72.73%,$0.00,$0.00
34,Sell Short,31/10/2016 10:00,StochES2,$2882.00,$0.00,3,($78.75),-0.18%,$11.25,12.50%,,$0.00,$0.00
,Buy to Cover,31/10/2016 10:45,StochSx2,$2887.25,,($78.75),($915.00),,($78.75),0.00%,-87.50%,$0.00,$0.00
35,Sell Short,31/10/2016 12:45,StochES2,$2884.50,$0.00,3,$22.50,0.05%,$63.75,73.91%,,$0.00,$0.00
,Buy to Cover,31/10/2016 15:00,EoDS,$2883.00,,$22.50,($892.50),,($22.50),52.17%,26.09%,$0.00,$0.00
36,Sell Short,28/11/2016 13:45,StochES2,$2965.75,$0.00,3,$78.75,0.18%,$78.75,84.00%,,$0.00,$0.00
,Buy to Cover,28/11/2016 15:00,EoDS,$2960.50,,$78.75,($813.75),,($15.00),100.00%,84.00%,$0.00,$0.00
37,Sell Short,30/11/2016 13:30,StochES2,$2963.25,$0.00,3,($7.50),-0.02%,$41.25,44.00%,,$0.00,$0.00
,Buy to Cover,30/11/2016 15:00,EoDS,$2963.75,,($7.50),($821.25),,($52.50),48.00%,-8.00%,$0.00,$0.00
38,Sell Short,14/12/2016 14:15,StochES2,$3019.25,$0.00,3,($15.00),-0.03%,$146.25,57.35%,,$0.00,$0.00
,Buy to Cover,14/12/2016 15:00,EoDS,$3020.25,,($15.00),($836.25),,($108.75),36.76%,-5.88%,$0.00,$0.00
39,Sell Short,15/12/2016 13:15,StochES2,$3020.75,$0.00,3,($56.25),-0.12%,$18.75,23.81%,,$0.00,$0.00
,Buy to Cover,15/12/2016 13:45,StochSx2,$3024.50,,($56.25),($892.50),,($60.00),4.76%,-71.43%,$0.00,$0.00
40,Sell Short,28/12/2016 09:00,StochES1,$3028.25,$0.00,3,$266.25,0.59%,$273.75,98.65%,,$0.00,$0.00
,Buy to Cover,28/12/2016 15:00,EoDS,$3010.50,,$266.25,($626.25),,($3.75),97.30%,95.95%,$0.00,$0.00
41,Sell Short,09/01/2017 09:00,StochES1,$3031.00,$0.00,3,($30.00),-0.07%,$15.00,26.67%,,$0.00,$0.00
,Buy to Cover,09/01/2017 09:45,StochSx2,$3033.00,,($30.00),($656.25),,($41.25),20.00%,-53.33%,$0.00,$0.00
42,Sell Short,09/01/2017 12:45,StochES2,$3033.25,$0.00,3,$3.75,0.01%,$45.00,75.00%,,$0.00,$0.00
,Buy to Cover,09/01/2017 15:00,EoDS,$3033.00,,$3.75,($652.50),,($15.00),31.25%,6.25%,$0.00,$0.00
43,Sell Short,10/01/2017 13:15,StochES2,$3032.25,$0.00,3,($18.75),-0.04%,$37.50,41.67%,,$0.00,$0.00
,Buy to Cover,10/01/2017 15:00,EoDS,$3033.50,,($18.75),($671.25),,($52.50),37.50%,-20.83%,$0.00,$0.00
44,Sell Short,11/01/2017 09:30,StochES2,$3032.25,$0.00,3,($45.00),-0.10%,$26.25,35.00%,,$0.00,$0.00
,Buy to Cover,11/01/2017 10:00,StochSx2,$3035.25,,($45.00),($716.25),,($48.75),5.00%,-60.00%,$0.00,$0.00
45,Sell Short,12/01/2017 09:00,StochES1,$3027.25,$0.00,3,($63.75),-0.14%,$183.75,70.00%,,$0.00,$0.00
,Buy to Cover,12/01/2017 15:00,EoDS,$3031.50,,($63.75),($780.00),,($78.75),5.71%,-24.29%,$0.00,$0.00
46,Sell Short,17/01/2017 09:00,StochES1,$3028.00,$0.00,3,$7.50,0.02%,$63.75,42.50%,,$0.00,$0.00
,Buy to Cover,17/01/2017 15:00,EoDS,$3027.50,,$7.50,($772.50),,($86.25),62.50%,5.00%,$0.00,$0.00
47,Sell Short,20/01/2017 14:45,StochES2,$3028.25,$0.00,3,($30.00),-0.07%,$15.00,26.67%,,$0.00,$0.00
,Buy to Cover,20/01/2017 15:00,StochSx2,$3030.25,,($30.00),($802.50),,($41.25),20.00%,-53.33%,$0.00,$0.00
48,Sell Short,01/02/2017 14:00,StochES2,$3038.75,$0.00,3,($22.50),-0.05%,$33.75,50.00%,,$0.00,$0.00
,Buy to Cover,01/02/2017 14:30,StochSx2,$3040.25,,($22.50),($825.00),,($33.75),16.67%,-33.33%,$0.00,$0.00
49,Sell Short,02/02/2017 09:00,StochES1,$3037.25,$0.00,3,($52.50),-0.12%,$15.00,22.22%,,$0.00,$0.00
,Buy to Cover,02/02/2017 09:30,StochSx2,$3040.75,,($52.50),($877.50),,($52.50),0.00%,-77.78%,$0.00,$0.00
50,Sell Short,02/02/2017 11:15,StochES2,$3037.25,$0.00,3,($67.50),-0.15%,$11.25,12.50%,,$0.00,$0.00
,Buy to Cover,02/02/2017 12:00,StochSx2,$3041.75,,($67.50),($945.00),,($78.75),12.50%,-75.00%,$0.00,$0.00
51,Sell Short,02/02/2017 12:45,StochES2,$3039.25,$0.00,3,($52.50),-0.12%,$11.25,16.67%,,$0.00,$0.00
,Buy to Cover,02/02/2017 13:00,StochSx2,$3042.75,,($52.50),($997.50),,($56.25),5.56%,-77.78%,$0.00,$0.00
52,Sell Short,02/02/2017 13:45,StochES2,$3038.25,$0.00,3,($63.75),-0.14%,$22.50,25.00%,,$0.00,$0.00
,Buy to Cover,02/02/2017 14:45,StochSx2,$3042.50,,($63.75),($1061.25),,($67.50),4.17%,-70.83%,$0.00,$0.00
53,Sell Short,07/02/2017 11:45,StochES2,$3054.50,$0.00,3,($18.75),-0.04%,$41.25,57.89%,,$0.00,$0.00
,Buy to Cover,07/02/2017 14:30,StochSx2,$3055.75,,($18.75),($1080.00),,($30.00),15.79%,-26.32%,$0.00,$0.00
54,Sell Short,17/02/2017 09:00,StochES1,$3106.50,$0.00,3,($52.50),-0.11%,$33.75,36.00%,,$0.00,$0.00
,Buy to Cover,17/02/2017 13:45,StochSx2,$3110.00,,($52.50),($1132.50),,($60.00),8.00%,-56.00%,$0.00,$0.00
55,Sell Short,23/02/2017 09:30,StochES2,$3126.00,$0.00,3,($26.25),-0.06%,$97.50,68.42%,,$0.00,$0.00
,Buy to Cover,23/02/2017 11:45,StochSx2,$3127.75,,($26.25),($1158.75),,($45.00),13.16%,-18.42%,$0.00,$0.00
56,Sell Short,23/02/2017 12:45,StochES2,$3126.50,$0.00,3,($15.00),-0.03%,$7.50,25.00%,,$0.00,$0.00
,Buy to Cover,23/02/2017 13:00,StochSx2,$3127.50,,($15.00),($1173.75),,($22.50),25.00%,-50.00%,$0.00,$0.00
57,Sell Short,24/02/2017 09:00,StochES1,$3121.75,$0.00,3,($71.25),-0.15%,$22.50,23.08%,,$0.00,$0.00
,Buy to Cover,24/02/2017 14:45,StochSx2,$3126.50,,($71.25),($1245.00),,($75.00),3.85%,-73.08%,$0.00,$0.00
58,Sell Short,28/02/2017 11:30,StochES2,$3129.25,$0.00,3,$37.50,0.08%,$78.75,80.77%,,$0.00,$0.00
,Buy to Cover,28/02/2017 15:00,EoDS,$3126.75,,$37.50,($1207.50),,($18.75),57.69%,38.46%,$0.00,$0.00
59,Sell Short,07/03/2017 08:45,StochES2,$3137.00,$0.00,3,$0.00,0.00%,$0.00,100.00%,,$0.00,$0.00
,Buy to Cover,07/03/2017 08:45,EoDS,$3137.00,,$0.00,($1207.50),,$0.00,100.00%,100.00%,$0.00,$0.00
60,Sell Short,14/03/2017 09:00,StochES1,$3134.00,$0.00,3,$37.50,0.08%,$146.25,97.50%,,$0.00,$0.00
,Buy to Cover,14/03/2017 15:00,EoDS,$3131.50,,$37.50,($1170.00),,($3.75),27.50%,25.00%,$0.00,$0.00
