

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
460,Sell Short,13/01/2022 10:00,SE,$19194.75,$0.00,1,$5430.00,1.41%,$5605.00,92.42%,,$0.00,$0.00
,Buy to Cover,13/01/2022 15:00,SXeoS,$18923.25,,$5430.00,$70975.00,,($460.00),97.11%,89.53%,$0.00,$0.00
461,Sell Short,18/01/2022 12:00,SE,$18659.50,$0.00,1,($195.00),-0.05%,$965.00,64.33%,,$0.00,$0.00
,Buy to Cover,18/01/2022 14:00,SXlivS,$18669.25,,($195.00),$70780.00,,($535.00),22.67%,-13.00%,$0.00,$0.00
462,Sell Short,20/01/2022 14:30,SE,$18400.00,$0.00,1,$1990.00,0.54%,$2220.00,83.46%,,$0.00,$0.00
,Buy to Cover,20/01/2022 15:00,SXeoS,$18300.50,,$1990.00,$72770.00,,($440.00),91.35%,74.81%,$0.00,$0.00
463,Sell Short,27/01/2022 11:45,SE,$17546.00,$0.00,1,$2025.00,0.58%,$4280.00,93.45%,,$0.00,$0.00
,Buy to Cover,27/01/2022 15:00,SXeoS,$17444.75,,$2025.00,$74795.00,,($300.00),50.76%,44.21%,$0.00,$0.00
464,Sell Short,07/02/2022 11:00,SE,$17964.50,$0.00,1,($1445.00),-0.40%,$440.00,20.18%,,$0.00,$0.00
,Buy to Cover,07/02/2022 12:30,SXlivS,$18036.75,,($1445.00),$73350.00,,($1740.00),13.53%,-66.28%,$0.00,$0.00
465,Sell Short,17/02/2022 09:45,SE,$17729.50,$0.00,1,($805.00),-0.23%,$405.00,29.78%,,$0.00,$0.00
,Buy to Cover,17/02/2022 10:30,SXlivS,$17769.75,,($805.00),$72545.00,,($955.00),11.03%,-59.19%,$0.00,$0.00
466,Sell Short,23/02/2022 09:30,SE,$17268.25,$0.00,1,$6985.00,2.02%,$7140.00,99.58%,,$0.00,$0.00
,Buy to Cover,23/02/2022 15:00,SXeoS,$16919.00,,$6985.00,$79530.00,,($30.00),97.84%,97.42%,$0.00,$0.00
467,Sell Short,01/03/2022 12:45,SE,$17363.00,$0.00,1,($1205.00),-0.35%,$235.00,13.82%,,$0.00,$0.00
,Buy to Cover,01/03/2022 13:45,SXlivS,$17423.25,,($1205.00),$78325.00,,($1465.00),15.29%,-70.88%,$0.00,$0.00
468,Sell Short,03/03/2022 09:00,SE,$17664.25,$0.00,1,$6015.00,1.70%,$6035.00,88.75%,,$0.00,$0.00
,Buy to Cover,03/03/2022 15:00,SXeoS,$17363.50,,$6015.00,$84340.00,,($765.00),99.71%,88.46%,$0.00,$0.00
469,Sell Short,04/03/2022 10:30,SE,$17137.00,$0.00,1,($605.00),-0.18%,$245.00,20.33%,,$0.00,$0.00
,Buy to Cover,04/03/2022 10:45,SXlivS,$17167.25,,($605.00),$83735.00,,($960.00),29.46%,-50.21%,$0.00,$0.00
470,Sell Short,11/03/2022 09:30,SE,$16932.50,$0.00,1,$3855.00,1.14%,$4045.00,85.79%,,$0.00,$0.00
,Buy to Cover,11/03/2022 15:00,SXeoS,$16739.75,,$3855.00,$87590.00,,($670.00),95.97%,81.76%,$0.00,$0.00
471,Sell Short,25/03/2022 10:30,SE,$18028.75,$0.00,1,($1530.00),-0.42%,$1345.00,46.46%,,$0.00,$0.00
,Buy to Cover,25/03/2022 13:15,SXlivS,$18105.25,,($1530.00),$86060.00,,($1550.00),0.69%,-52.85%,$0.00,$0.00
472,Sell Short,31/03/2022 09:00,SE,$18397.00,$0.00,1,($365.00),-0.10%,$555.00,49.78%,,$0.00,$0.00
,Buy to Cover,31/03/2022 09:15,SXlivS,$18415.25,,($365.00),$85695.00,,($560.00),17.49%,-32.74%,$0.00,$0.00
473,Sell Short,01/04/2022 11:00,SE,$18166.75,$0.00,1,($480.00),-0.13%,$1055.00,61.52%,,$0.00,$0.00
,Buy to Cover,01/04/2022 13:30,SXlivS,$18190.75,,($480.00),$85215.00,,($660.00),10.50%,-27.99%,$0.00,$0.00
474,Sell Short,05/04/2022 09:30,SE,$18365.25,$0.00,1,$3225.00,0.88%,$3650.00,95.05%,,$0.00,$0.00
,Buy to Cover,05/04/2022 15:00,SXeoS,$18204.00,,$3225.00,$88440.00,,($190.00),88.93%,83.98%,$0.00,$0.00
475,Sell Short,08/04/2022 09:15,SE,$17712.25,$0.00,1,($810.00),-0.23%,$120.00,7.55%,,$0.00,$0.00
,Buy to Cover,08/04/2022 09:30,SXlivS,$17752.75,,($810.00),$87630.00,,($1470.00),41.51%,-50.94%,$0.00,$0.00
476,Sell Short,14/04/2022 09:30,SE,$17446.75,$0.00,1,($335.00),-0.10%,$835.00,59.01%,,$0.00,$0.00
,Buy to Cover,14/04/2022 10:45,SXlivS,$17463.50,,($335.00),$87295.00,,($580.00),17.31%,-23.67%,$0.00,$0.00
477,Sell Short,20/04/2022 09:15,SE,$17474.25,$0.00,1,($770.00),-0.22%,$960.00,44.76%,,$0.00,$0.00
,Buy to Cover,20/04/2022 10:00,SXlivS,$17512.75,,($770.00),$86525.00,,($1185.00),19.35%,-35.90%,$0.00,$0.00
478,Sell Short,21/04/2022 11:00,SE,$17408.75,$0.00,1,$5780.00,1.66%,$6500.00,98.71%,,$0.00,$0.00
,Buy to Cover,21/04/2022 15:00,SXeoS,$17119.75,,$5780.00,$92305.00,,($85.00),89.07%,87.78%,$0.00,$0.00
479,Sell Short,26/04/2022 09:15,SE,$16656.75,$0.00,1,$3685.00,1.11%,$4495.00,96.98%,,$0.00,$0.00
,Buy to Cover,26/04/2022 15:00,SXeoS,$16472.50,,$3685.00,$95990.00,,($140.00),82.52%,79.50%,$0.00,$0.00
480,Sell Short,29/04/2022 12:00,SE,$16470.75,$0.00,1,$2980.00,0.90%,$3050.00,73.41%,,$0.00,$0.00
,Buy to Cover,29/04/2022 15:00,SXeoS,$16321.75,,$2980.00,$98970.00,,($1105.00),98.32%,71.72%,$0.00,$0.00
481,Sell Short,04/05/2022 09:30,SE,$16351.75,$0.00,1,($1905.00),-0.58%,$1595.00,44.68%,,$0.00,$0.00
,Buy to Cover,04/05/2022 11:45,SXlivS,$16447.00,,($1905.00),$97065.00,,($1975.00),1.96%,-53.36%,$0.00,$0.00
482,Sell Short,05/05/2022 09:15,SE,$16563.75,$0.00,1,$7830.00,2.36%,$9390.00,99.68%,,$0.00,$0.00
,Buy to Cover,05/05/2022 15:00,SXeoS,$16172.25,,$7830.00,$104895.00,,($30.00),83.44%,83.12%,$0.00,$0.00
483,Sell Short,11/05/2022 13:00,SE,$15436.25,$0.00,1,($2055.00),-0.67%,$905.00,30.07%,,$0.00,$0.00
,Buy to Cover,11/05/2022 14:00,SXlivS,$15539.00,,($2055.00),$102840.00,,($2105.00),1.66%,-68.27%,$0.00,$0.00
484,Sell Short,18/05/2022 10:30,SE,$15626.25,$0.00,1,$6015.00,1.92%,$6615.00,99.92%,,$0.00,$0.00
,Buy to Cover,18/05/2022 15:00,SXeoS,$15325.50,,$6015.00,$108855.00,,($5.00),90.94%,90.86%,$0.00,$0.00
485,Sell Short,20/05/2022 10:30,SE,$15155.75,$0.00,1,($80.00),-0.03%,$5510.00,87.05%,,$0.00,$0.00
,Buy to Cover,20/05/2022 15:00,SXlivS,$15159.75,,($80.00),$108775.00,,($820.00),11.69%,-1.26%,$0.00,$0.00
486,Sell Short,24/05/2022 09:15,SE,$15067.25,$0.00,1,($1800.00),-0.60%,$2040.00,53.13%,,$0.00,$0.00
,Buy to Cover,24/05/2022 11:30,SXlivS,$15157.25,,($1800.00),$106975.00,,($1800.00),0.00%,-46.88%,$0.00,$0.00
487,Sell Short,01/06/2022 09:45,SE,$16001.75,$0.00,1,($595.00),-0.19%,$1105.00,51.16%,,$0.00,$0.00
,Buy to Cover,01/06/2022 10:15,SXlivS,$16031.50,,($595.00),$106380.00,,($1055.00),21.30%,-27.55%,$0.00,$0.00
488,Sell Short,03/06/2022 10:15,SE,$15956.50,$0.00,1,($775.00),-0.24%,$1290.00,58.64%,,$0.00,$0.00
,Buy to Cover,03/06/2022 12:15,SXlivS,$15995.25,,($775.00),$105605.00,,($910.00),6.14%,-35.23%,$0.00,$0.00
489,Sell Short,09/06/2022 14:15,SE,$15826.75,$0.00,1,$2185.00,0.69%,$2210.00,96.09%,,$0.00,$0.00
,Buy to Cover,09/06/2022 15:00,SXeoS,$15717.50,,$2185.00,$107790.00,,($90.00),98.91%,95.00%,$0.00,$0.00
490,Sell Short,16/06/2022 09:30,SE,$14566.75,$0.00,1,($630.00),-0.22%,$100.00,9.90%,,$0.00,$0.00
,Buy to Cover,16/06/2022 09:45,SXlivS,$14598.25,,($630.00),$107160.00,,($910.00),27.72%,-62.38%,$0.00,$0.00
491,Sell Short,23/06/2022 12:15,SE,$14939.50,$0.00,1,($125.00),-0.04%,$675.00,61.64%,,$0.00,$0.00
,Buy to Cover,23/06/2022 12:30,SXlivS,$14945.75,,($125.00),$107035.00,,($420.00),26.94%,-11.42%,$0.00,$0.00
492,Sell Short,28/06/2022 10:45,SE,$15220.75,$0.00,1,$3410.00,1.12%,$3675.00,90.97%,,$0.00,$0.00
,Buy to Cover,28/06/2022 15:00,SXeoS,$15050.25,,$3410.00,$110445.00,,($365.00),93.44%,84.41%,$0.00,$0.00
493,Sell Short,11/07/2022 09:00,SE,$15266.75,$0.00,1,($1340.00),-0.44%,$1100.00,42.39%,,$0.00,$0.00
,Buy to Cover,11/07/2022 12:45,SXlivS,$15333.75,,($1340.00),$109105.00,,($1495.00),5.97%,-51.64%,$0.00,$0.00
494,Sell Short,14/07/2022 09:30,SE,$14897.75,$0.00,1,($310.00),-0.10%,$490.00,50.00%,,$0.00,$0.00
,Buy to Cover,14/07/2022 09:45,SXlivS,$14913.25,,($310.00),$108795.00,,($490.00),18.37%,-31.63%,$0.00,$0.00
495,Sell Short,18/07/2022 14:15,SE,$15285.25,$0.00,1,$805.00,0.26%,$895.00,54.08%,,$0.00,$0.00
,Buy to Cover,18/07/2022 15:00,SXeoS,$15245.00,,$805.00,$109600.00,,($760.00),94.56%,48.64%,$0.00,$0.00
496,Sell Short,22/07/2022 10:45,SE,$15846.00,$0.00,1,$1920.00,0.61%,$2870.00,93.94%,,$0.00,$0.00
,Buy to Cover,22/07/2022 15:00,SXeoS,$15750.00,,$1920.00,$111520.00,,($185.00),68.90%,62.85%,$0.00,$0.00
497,Sell Short,25/07/2022 09:30,SE,$15712.00,$0.00,1,($300.00),-0.10%,$1305.00,66.41%,,$0.00,$0.00
,Buy to Cover,25/07/2022 11:00,SXlivS,$15727.00,,($300.00),$111220.00,,($660.00),18.32%,-15.27%,$0.00,$0.00
498,Sell Short,26/07/2022 10:45,SE,$15506.00,$0.00,1,$990.00,0.32%,$1450.00,81.69%,,$0.00,$0.00
,Buy to Cover,26/07/2022 15:00,SXeoS,$15456.50,,$990.00,$112210.00,,($325.00),74.08%,55.77%,$0.00,$0.00
499,Sell Short,08/08/2022 11:45,SE,$16530.75,$0.00,1,($545.00),-0.16%,$285.00,32.20%,,$0.00,$0.00
,Buy to Cover,08/08/2022 12:00,SXlivS,$16558.00,,($545.00),$111665.00,,($600.00),6.21%,-61.58%,$0.00,$0.00
500,Sell Short,09/08/2022 09:15,SE,$16360.75,$0.00,1,($475.00),-0.15%,$575.00,53.24%,,$0.00,$0.00
,Buy to Cover,09/08/2022 09:45,SXlivS,$16384.50,,($475.00),$111190.00,,($505.00),2.78%,-43.98%,$0.00,$0.00
501,Sell Short,11/08/2022 14:15,SE,$16679.00,$0.00,1,$240.00,0.07%,$640.00,70.33%,,$0.00,$0.00
,Buy to Cover,11/08/2022 15:00,SXeoS,$16667.00,,$240.00,$111430.00,,($270.00),56.04%,26.37%,$0.00,$0.00
502,Sell Short,17/08/2022 10:15,SE,$16788.25,$0.00,1,($735.00),-0.22%,$465.00,31.53%,,$0.00,$0.00
,Buy to Cover,17/08/2022 11:45,SXlivS,$16825.00,,($735.00),$110695.00,,($1010.00),18.64%,-49.83%,$0.00,$0.00
503,Sell Short,19/08/2022 09:15,SE,$16667.75,$0.00,1,$760.00,0.23%,$1605.00,81.89%,,$0.00,$0.00
,Buy to Cover,19/08/2022 15:00,SXeoS,$16629.75,,$760.00,$111455.00,,($355.00),56.89%,38.78%,$0.00,$0.00
504,Sell Short,26/08/2022 09:45,SE,$16346.00,$0.00,1,$7040.00,2.15%,$7105.00,100.00%,,$0.00,$0.00
,Buy to Cover,26/08/2022 15:00,SXeoS,$15994.00,,$7040.00,$118495.00,,$0.00,99.09%,99.09%,$0.00,$0.00
505,Sell Short,30/08/2022 12:30,SE,$15633.00,$0.00,1,($790.00),-0.25%,$535.00,34.74%,,$0.00,$0.00
,Buy to Cover,30/08/2022 13:30,SXlivS,$15672.50,,($790.00),$117705.00,,($1005.00),13.96%,-51.30%,$0.00,$0.00
506,Sell Short,31/08/2022 09:45,SE,$15743.50,$0.00,1,($285.00),-0.09%,$650.00,62.80%,,$0.00,$0.00
,Buy to Cover,31/08/2022 10:00,SXlivS,$15757.75,,($285.00),$117420.00,,($385.00),9.66%,-27.54%,$0.00,$0.00
507,Sell Short,01/09/2022 10:45,SE,$15393.00,$0.00,1,($175.00),-0.06%,$175.00,11.78%,,$0.00,$0.00
,Buy to Cover,01/09/2022 11:15,SXlivS,$15401.75,,($175.00),$117245.00,,($1310.00),76.43%,-11.78%,$0.00,$0.00
508,Sell Short,02/09/2022 12:00,SE,$15596.00,$0.00,1,$3905.00,1.25%,$3915.00,93.88%,,$0.00,$0.00
,Buy to Cover,02/09/2022 15:00,SXeoS,$15400.75,,$3905.00,$121150.00,,($255.00),99.76%,93.65%,$0.00,$0.00
509,Sell Short,06/09/2022 09:15,SE,$15404.75,$0.00,1,($1150.00),-0.37%,$2320.00,59.64%,,$0.00,$0.00
,Buy to Cover,06/09/2022 10:15,SXlivS,$15462.25,,($1150.00),$120000.00,,($1570.00),10.80%,-29.56%,$0.00,$0.00
510,Sell Short,13/09/2022 10:30,SE,$15566.50,$0.00,1,($615.00),-0.20%,$410.00,39.61%,,$0.00,$0.00
,Buy to Cover,13/09/2022 11:30,SXlivS,$15597.25,,($615.00),$119385.00,,($625.00),0.97%,-59.42%,$0.00,$0.00
511,Sell Short,20/09/2022 13:15,SE,$15119.50,$0.00,1,($540.00),-0.18%,$70.00,10.14%,,$0.00,$0.00
,Buy to Cover,20/09/2022 13:30,SXlivS,$15146.50,,($540.00),$118845.00,,($620.00),11.59%,-78.26%,$0.00,$0.00
512,Sell Short,21/09/2022 13:30,SE,$15081.00,$0.00,1,($3030.00),-1.00%,$105.00,3.35%,,$0.00,$0.00
,Buy to Cover,21/09/2022 13:45,Stop Loss,$15232.50,,($3030.00),$115815.00,,($3030.00),0.00%,-96.65%,$0.00,$0.00
513,Sell Short,23/09/2022 13:30,SE,$14558.25,$0.00,1,($435.00),-0.15%,$915.00,50.83%,,$0.00,$0.00
,Buy to Cover,23/09/2022 14:30,SXlivS,$14580.00,,($435.00),$115380.00,,($885.00),25.00%,-24.17%,$0.00,$0.00
514,Sell Short,27/09/2022 10:45,SE,$14663.50,$0.00,1,$1140.00,0.39%,$2930.00,84.68%,,$0.00,$0.00
,Buy to Cover,27/09/2022 15:00,SXeoS,$14606.50,,$1140.00,$116520.00,,($530.00),48.27%,32.95%,$0.00,$0.00
515,Sell Short,29/09/2022 09:00,SE,$14549.00,$0.00,1,$1310.00,0.45%,$3480.00,88.55%,,$0.00,$0.00
,Buy to Cover,29/09/2022 15:00,SXeoS,$14483.50,,$1310.00,$117830.00,,($450.00),44.78%,33.33%,$0.00,$0.00
516,Sell Short,07/10/2022 09:00,SE,$14559.75,$0.00,1,$3740.00,1.28%,$4660.00,94.62%,,$0.00,$0.00
,Buy to Cover,07/10/2022 15:00,SXeoS,$14372.75,,$3740.00,$121570.00,,($265.00),81.32%,75.94%,$0.00,$0.00
517,Sell Short,14/10/2022 09:15,SE,$14334.00,$0.00,1,$5310.00,1.85%,$5830.00,100.00%,,$0.00,$0.00
,Buy to Cover,14/10/2022 15:00,SXeoS,$14068.50,,$5310.00,$126880.00,,$0.00,91.08%,91.08%,$0.00,$0.00
518,Sell Short,18/10/2022 10:30,SE,$14442.50,$0.00,1,($880.00),-0.30%,$1510.00,57.85%,,$0.00,$0.00
,Buy to Cover,18/10/2022 11:30,SXlivS,$14486.50,,($880.00),$126000.00,,($1100.00),8.43%,-33.72%,$0.00,$0.00
519,Sell Short,27/10/2022 09:15,SE,$14575.50,$0.00,1,($2205.00),-0.76%,$330.00,11.83%,,$0.00,$0.00
,Buy to Cover,27/10/2022 09:30,SXlivS,$14685.75,,($2205.00),$123795.00,,($2460.00),9.14%,-79.03%,$0.00,$0.00
520,Sell Short,01/11/2022 09:30,SE,$14686.50,$0.00,1,($735.00),-0.25%,$555.00,42.53%,,$0.00,$0.00
,Buy to Cover,01/11/2022 09:45,SXlivS,$14723.25,,($735.00),$123060.00,,($750.00),1.15%,-56.32%,$0.00,$0.00
521,Sell Short,02/11/2022 10:30,SE,$14521.75,$0.00,1,($135.00),-0.05%,$945.00,70.52%,,$0.00,$0.00
,Buy to Cover,02/11/2022 13:00,SXlivS,$14528.50,,($135.00),$122925.00,,($395.00),19.40%,-10.07%,$0.00,$0.00
522,Sell Short,08/11/2022 13:45,SE,$14229.00,$0.00,1,($1430.00),-0.50%,$335.00,16.58%,,$0.00,$0.00
,Buy to Cover,08/11/2022 14:00,SXlivS,$14300.50,,($1430.00),$121495.00,,($1685.00),12.62%,-70.79%,$0.00,$0.00
523,Sell Short,09/11/2022 12:30,SE,$14229.50,$0.00,1,$2015.00,0.71%,$2205.00,94.03%,,$0.00,$0.00
,Buy to Cover,09/11/2022 15:00,SXeoS,$14128.75,,$2015.00,$123510.00,,($140.00),91.90%,85.93%,$0.00,$0.00
524,Sell Short,15/11/2022 12:45,SE,$15135.50,$0.00,1,($1510.00),-0.50%,$1750.00,46.67%,,$0.00,$0.00
,Buy to Cover,15/11/2022 15:00,SXeoS,$15211.00,,($1510.00),$122000.00,,($2000.00),13.07%,-40.27%,$0.00,$0.00
525,Sell Short,16/11/2022 09:30,SE,$15041.75,$0.00,1,($920.00),-0.31%,$1035.00,50.36%,,$0.00,$0.00
,Buy to Cover,16/11/2022 12:00,SXlivS,$15087.75,,($920.00),$121080.00,,($1020.00),4.87%,-44.77%,$0.00,$0.00
526,Sell Short,18/11/2022 09:30,SE,$14972.75,$0.00,1,($675.00),-0.23%,$1645.00,68.26%,,$0.00,$0.00
,Buy to Cover,18/11/2022 15:00,SXeoS,$15006.50,,($675.00),$120405.00,,($765.00),3.73%,-28.01%,$0.00,$0.00
527,Sell Short,21/11/2022 11:15,SE,$14861.75,$0.00,1,($475.00),-0.16%,$505.00,43.91%,,$0.00,$0.00
,Buy to Cover,21/11/2022 12:30,SXlivS,$14885.50,,($475.00),$119930.00,,($645.00),14.78%,-41.30%,$0.00,$0.00
528,Sell Short,22/11/2022 09:00,SE,$14821.50,$0.00,1,($1500.00),-0.51%,$195.00,11.27%,,$0.00,$0.00
,Buy to Cover,22/11/2022 09:30,SXlivS,$14896.50,,($1500.00),$118430.00,,($1535.00),2.02%,-86.71%,$0.00,$0.00
529,Sell Short,28/11/2022 13:30,SE,$14887.00,$0.00,1,$70.00,0.02%,$565.00,56.78%,,$0.00,$0.00
,Buy to Cover,28/11/2022 15:00,SXeoS,$14883.50,,$70.00,$118500.00,,($430.00),50.25%,7.04%,$0.00,$0.00
530,Sell Short,29/11/2022 10:30,SE,$14801.00,$0.00,1,($605.00),-0.20%,$1050.00,59.49%,,$0.00,$0.00
,Buy to Cover,29/11/2022 12:00,SXlivS,$14831.25,,($605.00),$117895.00,,($715.00),6.23%,-34.28%,$0.00,$0.00
531,Sell Short,05/12/2022 11:00,SE,$15152.75,$0.00,1,$1945.00,0.64%,$2475.00,91.67%,,$0.00,$0.00
,Buy to Cover,05/12/2022 15:00,SXeoS,$15055.50,,$1945.00,$119840.00,,($225.00),80.37%,72.04%,$0.00,$0.00
532,Sell Short,06/12/2022 09:00,SE,$15006.50,$0.00,1,$3295.00,1.10%,$4420.00,94.44%,,$0.00,$0.00
,Buy to Cover,06/12/2022 15:00,SXeoS,$14841.75,,$3295.00,$123135.00,,($260.00),75.96%,70.41%,$0.00,$0.00
533,Sell Short,13/12/2022 09:30,SE,$15378.00,$0.00,1,$4855.00,1.58%,$7210.00,98.10%,,$0.00,$0.00
,Buy to Cover,13/12/2022 15:00,SXeoS,$15135.25,,$4855.00,$127990.00,,($140.00),67.96%,66.05%,$0.00,$0.00
534,Sell Short,15/12/2022 09:30,SE,$14716.00,$0.00,1,$2270.00,0.77%,$2830.00,82.75%,,$0.00,$0.00
,Buy to Cover,15/12/2022 15:00,SXeoS,$14602.50,,$2270.00,$130260.00,,($590.00),83.63%,66.37%,$0.00,$0.00
535,Sell Short,19/12/2022 13:45,SE,$14327.25,$0.00,1,($330.00),-0.12%,$15.00,3.85%,,$0.00,$0.00
,Buy to Cover,19/12/2022 14:00,SXlivS,$14343.75,,($330.00),$129930.00,,($375.00),11.54%,-84.62%,$0.00,$0.00
536,Sell Short,22/12/2022 09:30,SE,$14213.50,$0.00,1,$735.00,0.26%,$3450.00,92.74%,,$0.00,$0.00
,Buy to Cover,22/12/2022 15:00,SXeoS,$14176.75,,$735.00,$130665.00,,($270.00),27.02%,19.76%,$0.00,$0.00
537,Sell Short,27/12/2022 13:15,SE,$14089.25,$0.00,1,($180.00),-0.06%,$60.00,13.64%,,$0.00,$0.00
,Buy to Cover,27/12/2022 13:30,SXlivS,$14098.25,,($180.00),$130485.00,,($380.00),45.45%,-40.91%,$0.00,$0.00
538,Sell Short,28/12/2022 10:15,SE,$13998.75,$0.00,1,($565.00),-0.20%,$1105.00,61.22%,,$0.00,$0.00
,Buy to Cover,28/12/2022 12:15,SXlivS,$14027.00,,($565.00),$129920.00,,($700.00),7.48%,-31.30%,$0.00,$0.00
539,Sell Short,03/01/2023 09:15,SE,$14165.50,$0.00,1,$1090.00,0.38%,$3005.00,87.23%,,$0.00,$0.00
,Buy to Cover,03/01/2023 15:00,SXeoS,$14111.00,,$1090.00,$131010.00,,($440.00),44.41%,31.64%,$0.00,$0.00
540,Sell Short,04/01/2023 09:30,SE,$14069.75,$0.00,1,($1315.00),-0.47%,$465.00,25.27%,,$0.00,$0.00
,Buy to Cover,04/01/2023 10:15,SXlivS,$14135.50,,($1315.00),$129695.00,,($1375.00),3.26%,-71.47%,$0.00,$0.00
541,Sell Short,05/01/2023 09:00,SE,$14014.25,$0.00,1,($495.00),-0.18%,$580.00,40.70%,,$0.00,$0.00
,Buy to Cover,05/01/2023 09:15,SXlivS,$14039.00,,($495.00),$129200.00,,($845.00),24.56%,-34.74%,$0.00,$0.00
542,Sell Short,06/01/2023 09:00,SE,$13957.25,$0.00,1,($965.00),-0.35%,$410.00,22.97%,,$0.00,$0.00
,Buy to Cover,06/01/2023 09:15,SXlivS,$14005.50,,($965.00),$128235.00,,($1375.00),22.97%,-54.06%,$0.00,$0.00
543,Sell Short,12/01/2023 09:00,SE,$14528.00,$0.00,1,($2435.00),-0.84%,$925.00,25.45%,,$0.00,$0.00
,Buy to Cover,12/01/2023 09:30,SXlivS,$14649.75,,($2435.00),$125800.00,,($2710.00),7.57%,-66.99%,$0.00,$0.00
544,Sell Short,18/01/2023 10:00,SE,$14797.00,$0.00,1,$2685.00,0.91%,$2875.00,91.41%,,$0.00,$0.00
,Buy to Cover,18/01/2023 15:00,SXeoS,$14662.75,,$2685.00,$128485.00,,($270.00),93.96%,85.37%,$0.00,$0.00
545,Sell Short,26/01/2023 10:15,SE,$15090.75,$0.00,1,($560.00),-0.19%,$230.00,26.44%,,$0.00,$0.00
,Buy to Cover,26/01/2023 10:30,SXlivS,$15118.75,,($560.00),$127925.00,,($640.00),9.20%,-64.37%,$0.00,$0.00
546,Sell Short,30/01/2023 14:45,SE,$15142.50,$0.00,1,($420.00),-0.14%,$120.00,16.33%,,$0.00,$0.00
,Buy to Cover,30/01/2023 15:00,SXlivS,$15163.50,,($420.00),$127505.00,,($615.00),26.53%,-57.14%,$0.00,$0.00
547,Sell Short,08/02/2023 10:15,SE,$15780.75,$0.00,1,$1140.00,0.36%,$1950.00,88.44%,,$0.00,$0.00
,Buy to Cover,08/02/2023 15:00,SXeoS,$15723.75,,$1140.00,$128645.00,,($255.00),63.27%,51.70%,$0.00,$0.00
548,Sell Short,09/02/2023 10:45,SE,$15751.25,$0.00,1,$3280.00,1.04%,$4285.00,86.13%,,$0.00,$0.00
,Buy to Cover,09/02/2023 15:00,SXeoS,$15587.25,,$3280.00,$131925.00,,($690.00),79.80%,65.93%,$0.00,$0.00
549,Sell Short,21/02/2023 10:45,SE,$15331.75,$0.00,1,($170.00),-0.06%,$300.00,54.05%,,$0.00,$0.00
,Buy to Cover,21/02/2023 11:00,SXlivS,$15340.25,,($170.00),$131755.00,,($255.00),15.32%,-30.63%,$0.00,$0.00
550,Sell Short,23/02/2023 10:00,SE,$15335.50,$0.00,1,($370.00),-0.12%,$2730.00,83.87%,,$0.00,$0.00
,Buy to Cover,23/02/2023 13:45,SXlivS,$15354.00,,($370.00),$131385.00,,($525.00),4.76%,-11.37%,$0.00,$0.00
551,Sell Short,24/02/2023 10:15,SE,$15106.75,$0.00,1,($205.00),-0.07%,$250.00,38.46%,,$0.00,$0.00
,Buy to Cover,24/02/2023 10:30,SXlivS,$15117.00,,($205.00),$131180.00,,($400.00),30.00%,-31.54%,$0.00,$0.00
552,Sell Short,01/03/2023 09:30,SE,$15136.25,$0.00,1,($1185.00),-0.39%,$255.00,15.04%,,$0.00,$0.00
,Buy to Cover,01/03/2023 10:00,SXlivS,$15195.50,,($1185.00),$129995.00,,($1440.00),15.04%,-69.91%,$0.00,$0.00
553,Sell Short,07/03/2023 13:00,SE,$15361.75,$0.00,1,($160.00),-0.05%,$440.00,64.71%,,$0.00,$0.00
,Buy to Cover,07/03/2023 13:30,SXlivS,$15369.75,,($160.00),$129835.00,,($240.00),11.76%,-23.53%,$0.00,$0.00
554,Sell Short,09/03/2023 12:45,SE,$15338.25,$0.00,1,$2845.00,0.93%,$3805.00,100.00%,,$0.00,$0.00
,Buy to Cover,09/03/2023 15:00,SXeoS,$15196.00,,$2845.00,$132680.00,,$0.00,74.77%,74.77%,$0.00,$0.00
555,Sell Short,21/03/2023 11:00,SE,$15768.75,$0.00,1,($120.00),-0.04%,$290.00,42.96%,,$0.00,$0.00
,Buy to Cover,21/03/2023 11:15,SXlivS,$15774.75,,($120.00),$132560.00,,($385.00),39.26%,-17.78%,$0.00,$0.00
556,Sell Short,23/03/2023 14:00,SE,$15786.00,$0.00,1,($1215.00),-0.38%,$160.00,11.39%,,$0.00,$0.00
,Buy to Cover,23/03/2023 14:15,SXlivS,$15846.75,,($1215.00),$131345.00,,($1245.00),2.14%,-86.48%,$0.00,$0.00
557,Sell Short,24/03/2023 10:30,SE,$15781.00,$0.00,1,($230.00),-0.07%,$225.00,32.14%,,$0.00,$0.00
,Buy to Cover,24/03/2023 10:45,SXlivS,$15792.50,,($230.00),$131115.00,,($475.00),35.00%,-32.86%,$0.00,$0.00
558,Sell Short,27/03/2023 10:30,SE,$15890.25,$0.00,1,$560.00,0.18%,$1660.00,80.39%,,$0.00,$0.00
,Buy to Cover,27/03/2023 15:00,SXeoS,$15862.25,,$560.00,$131675.00,,($405.00),46.73%,27.12%,$0.00,$0.00
559,Sell Short,28/03/2023 09:00,SE,$15739.00,$0.00,1,($395.00),-0.13%,$485.00,47.32%,,$0.00,$0.00
,Buy to Cover,28/03/2023 09:30,SXlivS,$15758.75,,($395.00),$131280.00,,($540.00),14.15%,-38.54%,$0.00,$0.00
