

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
,Buy to Cover,14/04/2022 15:00,EoDS,$17335.25,,$514.50,$14553.00,,($183.00),82.59%,60.92%,$0.00,$0.00
478,Sell Short,20/04/2022 11:30,StochES2,$17399.00,$0.00,3,($243.00),-0.23%,$97.50,22.34%,,$0.00,$0.00
,Buy to Cover,20/04/2022 12:00,StochSx2,$17439.50,,($243.00),$14310.00,,($339.00),21.99%,-55.67%,$0.00,$0.00
479,Sell Short,26/04/2022 09:00,StochES1,$16725.50,$0.00,3,$1486.50,1.48%,$1486.50,89.20%,,$0.00,$0.00
,Buy to Cover,26/04/2022 14:30,Profit Target,$16477.75,,$1486.50,$15796.50,,($180.00),100.00%,89.20%,$0.00,$0.00
480,Sell Short,29/04/2022 09:45,StochES2,$16633.75,$0.00,3,$1477.50,1.48%,$1477.50,90.20%,,$0.00,$0.00
,Buy to Cover,29/04/2022 14:00,Profit Target,$16387.50,,$1477.50,$17274.00,,($160.50),100.00%,90.20%,$0.00,$0.00
481,Sell Short,05/05/2022 09:15,StochES2,$16577.75,$0.00,3,$1477.50,1.49%,$1477.50,99.49%,,$0.00,$0.00
,Buy to Cover,05/05/2022 09:45,Profit Target,$16331.50,,$1477.50,$18751.50,,($7.50),100.00%,99.49%,$0.00,$0.00
482,Sell Short,11/05/2022 11:15,StochES2,$15690.00,$0.00,3,$1395.00,1.48%,$1395.00,91.09%,,$0.00,$0.00
,Buy to Cover,11/05/2022 12:45,Profit Target,$15457.50,,$1395.00,$20146.50,,($136.50),100.00%,91.09%,$0.00,$0.00
483,Sell Short,18/05/2022 09:00,StochES1,$15728.00,$0.00,3,$1398.00,1.48%,$1398.00,86.70%,,$0.00,$0.00
,Buy to Cover,18/05/2022 11:15,Profit Target,$15495.00,,$1398.00,$21544.50,,($214.50),100.00%,86.70%,$0.00,$0.00
484,Sell Short,24/05/2022 09:00,StochES1,$15148.75,$0.00,3,($213.00),-0.23%,$1015.50,66.24%,,$0.00,$0.00
,Buy to Cover,24/05/2022 15:00,EoDS,$15184.25,,($213.00),$21331.50,,($517.50),19.86%,-13.89%,$0.00,$0.00
485,Sell Short,01/06/2022 09:45,StochES2,$16015.75,$0.00,3,($255.00),-0.27%,$946.50,74.85%,,$0.00,$0.00
,Buy to Cover,01/06/2022 14:00,StochSx2,$16058.25,,($255.00),$21076.50,,($318.00),4.98%,-20.17%,$0.00,$0.00
486,Sell Short,01/06/2022 14:15,StochES2,$16014.00,$0.00,3,($63.00),-0.07%,$175.50,35.35%,,$0.00,$0.00
,Buy to Cover,01/06/2022 15:00,EoDS,$16024.50,,($63.00),$21013.50,,($321.00),51.96%,-12.69%,$0.00,$0.00
487,Sell Short,03/06/2022 09:00,StochES1,$16026.50,$0.00,3,($411.00),-0.43%,$82.50,14.71%,,$0.00,$0.00
,Buy to Cover,03/06/2022 09:15,StochSx2,$16095.00,,($411.00),$20602.50,,($478.50),12.03%,-73.26%,$0.00,$0.00
488,Sell Short,06/06/2022 10:30,StochES2,$16096.00,$0.00,3,$610.50,0.63%,$958.50,99.22%,,$0.00,$0.00
,Buy to Cover,06/06/2022 15:00,EoDS,$15994.25,,$610.50,$21213.00,,($7.50),63.98%,63.20%,$0.00,$0.00
489,Sell Short,07/06/2022 10:45,StochES2,$16001.00,$0.00,3,($126.00),-0.13%,$216.00,49.32%,,$0.00,$0.00
,Buy to Cover,07/06/2022 12:00,StochSx2,$16022.00,,($126.00),$21087.00,,($222.00),21.92%,-28.77%,$0.00,$0.00
490,Sell Short,09/06/2022 09:00,StochES1,$15934.00,$0.00,3,($687.00),-0.72%,$93.00,11.44%,,$0.00,$0.00
,Buy to Cover,09/06/2022 09:45,StochSx2,$16048.50,,($687.00),$20400.00,,($720.00),4.06%,-84.50%,$0.00,$0.00
491,Sell Short,16/06/2022 09:00,StochES1,$14650.75,$0.00,3,$985.50,1.12%,$1275.00,76.10%,,$0.00,$0.00
,Buy to Cover,16/06/2022 15:00,EoDS,$14486.50,,$985.50,$21385.50,,($400.50),82.72%,58.82%,$0.00,$0.00
492,Sell Short,05/07/2022 09:00,StochES1,$14775.00,$0.00,3,($892.50),-1.01%,$31.50,3.41%,,$0.00,$0.00
,Buy to Cover,05/07/2022 09:45,Stop Loss,$14923.75,,($892.50),$20493.00,,($892.50),0.00%,-96.59%,$0.00,$0.00
493,Sell Short,11/07/2022 09:00,StochES1,$15277.50,$0.00,3,$135.00,0.15%,$330.00,36.24%,,$0.00,$0.00
,Buy to Cover,11/07/2022 15:00,EoDS,$15255.00,,$135.00,$20628.00,,($580.50),78.58%,14.83%,$0.00,$0.00
494,Sell Short,13/07/2022 10:45,StochES2,$15112.00,$0.00,3,($196.50),-0.22%,$228.00,46.06%,,$0.00,$0.00
,Buy to Cover,13/07/2022 11:45,StochSx2,$15144.75,,($196.50),$20431.50,,($267.00),14.24%,-39.70%,$0.00,$0.00
495,Sell Short,22/07/2022 10:45,StochES2,$15856.75,$0.00,3,$574.50,0.60%,$856.50,93.91%,,$0.00,$0.00
,Buy to Cover,22/07/2022 15:00,EoDS,$15761.00,,$574.50,$21006.00,,($55.50),69.08%,62.99%,$0.00,$0.00
496,Sell Short,02/08/2022 09:00,StochES1,$16274.00,$0.00,3,($370.50),-0.38%,$507.00,46.69%,,$0.00,$0.00
,Buy to Cover,02/08/2022 10:45,StochSx2,$16335.75,,($370.50),$20635.50,,($579.00),19.20%,-34.12%,$0.00,$0.00
497,Sell Short,02/08/2022 13:00,StochES2,$16299.25,$0.00,3,($184.50),-0.19%,$159.00,27.18%,,$0.00,$0.00
,Buy to Cover,02/08/2022 15:00,EoDS,$16330.00,,($184.50),$20451.00,,($426.00),41.28%,-31.54%,$0.00,$0.00
498,Sell Short,05/08/2022 09:00,StochES1,$16543.00,$0.00,3,($634.50),-0.64%,$166.50,19.65%,,$0.00,$0.00
,Buy to Cover,05/08/2022 09:30,StochSx2,$16648.75,,($634.50),$19816.50,,($681.00),5.49%,-74.87%,$0.00,$0.00
499,Sell Short,08/08/2022 11:00,StochES2,$16576.75,$0.00,3,$147.00,0.15%,$520.50,61.52%,,$0.00,$0.00
,Buy to Cover,08/08/2022 15:00,EoDS,$16552.25,,$147.00,$19963.50,,($325.50),55.85%,17.38%,$0.00,$0.00
500,Sell Short,16/08/2022 14:00,StochES2,$16988.75,$0.00,3,($153.00),-0.15%,$228.00,54.29%,,$0.00,$0.00
,Buy to Cover,16/08/2022 14:45,StochSx2,$17014.25,,($153.00),$19810.50,,($192.00),9.29%,-36.43%,$0.00,$0.00
501,Sell Short,17/08/2022 09:00,StochES1,$16871.00,$0.00,3,($471.00),-0.47%,$571.50,54.27%,,$0.00,$0.00
,Buy to Cover,17/08/2022 13:30,StochSx2,$16949.50,,($471.00),$19339.50,,($481.50),1.00%,-44.73%,$0.00,$0.00
502,Sell Short,19/08/2022 09:00,StochES1,$16714.75,$0.00,3,$445.50,0.44%,$709.50,96.73%,,$0.00,$0.00
,Buy to Cover,19/08/2022 15:00,EoDS,$16640.50,,$445.50,$19785.00,,($24.00),64.01%,60.74%,$0.00,$0.00
503,Sell Short,24/08/2022 12:45,StochES2,$16283.00,$0.00,3,($150.00),-0.15%,$18.00,10.26%,,$0.00,$0.00
,Buy to Cover,24/08/2022 13:15,StochSx2,$16308.00,,($150.00),$19635.00,,($157.50),4.27%,-85.47%,$0.00,$0.00
504,Sell Short,25/08/2022 08:45,StochES2,$16377.50,$0.00,3,$0.00,0.00%,$0.00,100.00%,,$0.00,$0.00
,Buy to Cover,25/08/2022 08:45,EoDS,$16377.50,,$0.00,$19635.00,,$0.00,100.00%,100.00%,$0.00,$0.00
505,Sell Short,26/08/2022 09:45,StochES2,$16356.75,$0.00,3,$1452.00,1.48%,$1452.00,100.00%,,$0.00,$0.00
,Buy to Cover,26/08/2022 13:00,Profit Target,$16114.75,,$1452.00,$21087.00,,$0.00,100.00%,100.00%,$0.00,$0.00
506,Sell Short,31/08/2022 09:45,StochES2,$15754.50,$0.00,3,$73.50,0.08%,$652.50,74.74%,,$0.00,$0.00
,Buy to Cover,31/08/2022 15:00,EoDS,$15742.25,,$73.50,$21160.50,,($220.50),33.68%,8.42%,$0.00,$0.00
507,Sell Short,02/09/2022 12:00,StochES2,$15607.00,$0.00,3,$1171.50,1.25%,$1177.50,93.90%,,$0.00,$0.00
,Buy to Cover,02/09/2022 15:00,EoDS,$15411.75,,$1171.50,$22332.00,,($76.50),99.52%,93.42%,$0.00,$0.00
508,Sell Short,13/09/2022 09:00,StochES1,$15718.50,$0.00,3,$1396.50,1.48%,$1396.50,88.25%,,$0.00,$0.00
,Buy to Cover,13/09/2022 14:15,Profit Target,$15485.75,,$1396.50,$23728.50,,($186.00),100.00%,88.25%,$0.00,$0.00
509,Sell Short,20/09/2022 09:00,StochES1,$15194.25,$0.00,3,($127.50),-0.14%,$34.50,12.92%,,$0.00,$0.00
,Buy to Cover,20/09/2022 09:15,StochSx2,$15215.50,,($127.50),$23601.00,,($232.50),39.33%,-47.75%,$0.00,$0.00
510,Sell Short,20/09/2022 12:45,StochES2,$15176.75,$0.00,3,($279.00),-0.31%,$322.50,47.25%,,$0.00,$0.00
,Buy to Cover,20/09/2022 14:45,StochSx2,$15223.25,,($279.00),$23322.00,,($360.00),11.87%,-40.88%,$0.00,$0.00
511,Sell Short,21/09/2022 13:30,StochES2,$15092.25,$0.00,3,($909.00),-1.00%,$36.00,3.81%,,$0.00,$0.00
,Buy to Cover,21/09/2022 13:45,Stop Loss,$15243.75,,($909.00),$22413.00,,($909.00),0.00%,-96.19%,$0.00,$0.00
512,Sell Short,21/09/2022 14:45,StochES2,$15146.50,$0.00,3,$585.00,0.64%,$585.00,90.70%,,$0.00,$0.00
,Buy to Cover,21/09/2022 15:00,EoDS,$15049.00,,$585.00,$22998.00,,($60.00),100.00%,90.70%,$0.00,$0.00
513,Sell Short,27/09/2022 10:45,StochES2,$14674.00,$0.00,3,$343.50,0.39%,$876.00,84.39%,,$0.00,$0.00
,Buy to Cover,27/09/2022 15:00,EoDS,$14616.75,,$343.50,$23341.50,,($162.00),48.70%,33.09%,$0.00,$0.00
514,Sell Short,29/09/2022 09:00,StochES1,$14560.00,$0.00,3,$391.50,0.45%,$1044.00,88.66%,,$0.00,$0.00
,Buy to Cover,29/09/2022 15:00,EoDS,$14494.75,,$391.50,$23733.00,,($133.50),44.59%,33.25%,$0.00,$0.00
515,Sell Short,03/10/2022 11:00,StochES2,$14469.00,$0.00,3,($220.50),-0.25%,$97.50,25.29%,,$0.00,$0.00
,Buy to Cover,03/10/2022 11:30,StochSx2,$14505.75,,($220.50),$23512.50,,($288.00),17.51%,-57.20%,$0.00,$0.00
516,Sell Short,05/10/2022 09:45,StochES2,$14680.50,$0.00,3,($889.50),-1.01%,$108.00,10.83%,,$0.00,$0.00
,Buy to Cover,05/10/2022 11:30,Stop Loss,$14828.75,,($889.50),$22623.00,,($889.50),0.00%,-89.17%,$0.00,$0.00
517,Sell Short,14/10/2022 11:15,StochES2,$14127.75,$0.00,3,($132.00),-0.16%,$300.00,54.05%,,$0.00,$0.00
,Buy to Cover,14/10/2022 12:00,StochSx2,$14149.75,,($132.00),$22491.00,,($255.00),22.16%,-23.78%,$0.00,$0.00
518,Sell Short,14/10/2022 13:30,StochES2,$14093.50,$0.00,3,$84.00,0.10%,$240.00,60.84%,,$0.00,$0.00
,Buy to Cover,14/10/2022 15:00,EoDS,$14079.50,,$84.00,$22575.00,,($154.50),60.46%,21.29%,$0.00,$0.00
519,Sell Short,21/10/2022 09:45,StochES2,$14403.50,$0.00,3,($403.50),-0.47%,$348.00,41.95%,,$0.00,$0.00
,Buy to Cover,21/10/2022 11:00,StochSx2,$14470.75,,($403.50),$22171.50,,($481.50),9.40%,-48.64%,$0.00,$0.00
520,Sell Short,26/10/2022 12:30,StochES2,$14827.50,$0.00,3,$333.00,0.37%,$537.00,89.72%,,$0.00,$0.00
,Buy to Cover,26/10/2022 15:00,EoDS,$14772.00,,$333.00,$22504.50,,($61.50),65.91%,55.64%,$0.00,$0.00
521,Sell Short,28/10/2022 10:45,StochES2,$14748.50,$0.00,3,($186.00),-0.21%,$82.50,25.46%,,$0.00,$0.00
,Buy to Cover,28/10/2022 11:00,StochSx2,$14779.50,,($186.00),$22318.50,,($241.50),17.13%,-57.41%,$0.00,$0.00
522,Sell Short,01/11/2022 09:30,StochES2,$14697.50,$0.00,3,$346.50,0.39%,$525.00,67.31%,,$0.00,$0.00
,Buy to Cover,01/11/2022 15:00,EoDS,$14639.75,,$346.50,$22665.00,,($255.00),77.12%,44.42%,$0.00,$0.00
523,Sell Short,08/11/2022 13:45,StochES2,$14240.00,$0.00,3,($430.50),-0.50%,$103.50,16.95%,,$0.00,$0.00
,Buy to Cover,08/11/2022 14:00,StochSx2,$14311.75,,($430.50),$22234.50,,($507.00),12.53%,-70.52%,$0.00,$0.00
524,Sell Short,09/11/2022 09:00,StochES1,$14310.25,$0.00,3,$1020.00,1.19%,$1083.00,84.35%,,$0.00,$0.00
,Buy to Cover,09/11/2022 15:00,EoDS,$14140.25,,$1020.00,$23254.50,,($201.00),95.09%,79.44%,$0.00,$0.00
525,Sell Short,15/11/2022 12:45,StochES2,$15145.75,$0.00,3,($361.50),-0.40%,$523.50,51.32%,,$0.00,$0.00
,Buy to Cover,15/11/2022 13:45,StochSx2,$15206.00,,($361.50),$22893.00,,($496.50),13.24%,-35.44%,$0.00,$0.00
526,Sell Short,16/11/2022 09:00,StochES1,$15095.25,$0.00,3,$322.50,0.36%,$568.50,76.26%,,$0.00,$0.00
,Buy to Cover,16/11/2022 15:00,EoDS,$15041.50,,$322.50,$23215.50,,($177.00),67.00%,43.26%,$0.00,$0.00
527,Sell Short,18/11/2022 09:30,StochES2,$14984.00,$0.00,3,($142.50),-0.16%,$73.50,25.13%,,$0.00,$0.00
,Buy to Cover,18/11/2022 09:45,StochSx2,$15007.75,,($142.50),$23073.00,,($219.00),26.15%,-48.72%,$0.00,$0.00
528,Sell Short,21/11/2022 09:00,StochES1,$14947.00,$0.00,3,$396.00,0.44%,$595.50,67.75%,,$0.00,$0.00
,Buy to Cover,21/11/2022 15:00,EoDS,$14881.00,,$396.00,$23469.00,,($283.50),77.30%,45.05%,$0.00,$0.00
529,Sell Short,25/11/2022 09:00,StochES1,$15083.75,$0.00,3,$1135.50,1.25%,$1287.00,84.70%,,$0.00,$0.00
,Buy to Cover,28/11/2022 15:00,EoDS,$14894.50,,$1135.50,$24604.50,,($232.50),90.03%,74.73%,$0.00,$0.00
530,Sell Short,05/12/2022 09:00,StochES1,$15248.75,$0.00,3,$1096.50,1.20%,$1254.00,92.38%,,$0.00,$0.00
,Buy to Cover,05/12/2022 15:00,EoDS,$15066.00,,$1096.50,$25701.00,,($103.50),88.40%,80.77%,$0.00,$0.00
531,Sell Short,13/12/2022 14:15,StochES2,$15114.75,$0.00,3,($124.50),-0.14%,$390.00,60.32%,,$0.00,$0.00
,Buy to Cover,13/12/2022 15:00,EoDS,$15135.50,,($124.50),$25576.50,,($256.50),20.42%,-19.26%,$0.00,$0.00
532,Sell Short,14/12/2022 12:15,StochES2,$15163.75,$0.00,3,$1354.50,1.49%,$1354.50,74.75%,,$0.00,$0.00
,Buy to Cover,14/12/2022 13:45,Profit Target,$14938.00,,$1354.50,$26931.00,,($457.50),100.00%,74.75%,$0.00,$0.00
533,Sell Short,22/12/2022 09:00,StochES1,$14287.75,$0.00,3,$1269.00,1.48%,$1269.00,96.58%,,$0.00,$0.00
,Buy to Cover,22/12/2022 11:45,Profit Target,$14076.25,,$1269.00,$28200.00,,($45.00),100.00%,96.58%,$0.00,$0.00
534,Sell Short,27/12/2022 09:00,StochES1,$14126.25,$0.00,3,($195.00),-0.23%,$360.00,49.28%,,$0.00,$0.00
,Buy to Cover,27/12/2022 11:30,StochSx2,$14158.75,,($195.00),$28005.00,,($370.50),24.02%,-26.69%,$0.00,$0.00
535,Sell Short,27/12/2022 11:45,StochES2,$14126.00,$0.00,3,$79.50,0.09%,$336.00,80.29%,,$0.00,$0.00
,Buy to Cover,27/12/2022 15:00,EoDS,$14112.75,,$79.50,$28084.50,,($82.50),38.71%,19.00%,$0.00,$0.00
536,Sell Short,03/01/2023 09:15,StochES2,$14165.50,$0.00,3,$328.50,0.39%,$904.50,87.52%,,$0.00,$0.00
,Buy to Cover,03/01/2023 15:00,EoDS,$14110.75,,$328.50,$28413.00,,($129.00),44.27%,31.79%,$0.00,$0.00
537,Sell Short,04/01/2023 12:15,StochES2,$14174.00,$0.00,3,($129.00),-0.15%,$163.50,47.81%,,$0.00,$0.00
,Buy to Cover,04/01/2023 12:45,StochSx2,$14195.50,,($129.00),$28284.00,,($178.50),14.47%,-37.72%,$0.00,$0.00
538,Sell Short,10/01/2023 10:00,StochES2,$14301.25,$0.00,3,($465.00),-0.54%,$60.00,10.13%,,$0.00,$0.00
,Buy to Cover,10/01/2023 10:15,StochSx2,$14378.75,,($465.00),$27819.00,,($532.50),11.39%,-78.48%,$0.00,$0.00
539,Sell Short,13/01/2023 09:00,StochES1,$14604.75,$0.00,3,($885.00),-1.01%,$154.50,14.86%,,$0.00,$0.00
,Buy to Cover,13/01/2023 14:30,Stop Loss,$14752.25,,($885.00),$26934.00,,($885.00),0.00%,-85.14%,$0.00,$0.00
540,Sell Short,18/01/2023 10:00,StochES2,$14796.75,$0.00,3,$802.50,0.90%,$858.00,90.94%,,$0.00,$0.00
,Buy to Cover,18/01/2023 15:00,EoDS,$14663.00,,$802.50,$27736.50,,($85.50),94.12%,85.06%,$0.00,$0.00
541,Sell Short,25/01/2023 09:00,StochES1,$14856.00,$0.00,3,($771.00),-0.86%,$486.00,37.81%,,$0.00,$0.00
,Buy to Cover,25/01/2023 12:45,StochSx2,$14984.50,,($771.00),$26965.50,,($799.50),2.22%,-59.98%,$0.00,$0.00
542,Sell Short,30/01/2023 09:00,StochES1,$15257.00,$0.00,3,($196.50),-0.21%,$63.00,18.92%,,$0.00,$0.00
,Buy to Cover,30/01/2023 09:15,StochSx2,$15289.75,,($196.50),$26769.00,,($270.00),22.07%,-59.01%,$0.00,$0.00
543,Sell Short,03/02/2023 14:15,StochES2,$15783.25,$0.00,3,($33.00),-0.03%,$204.00,44.59%,,$0.00,$0.00
,Buy to Cover,03/02/2023 15:00,EoDS,$15788.75,,($33.00),$26736.00,,($253.50),48.20%,-7.21%,$0.00,$0.00
544,Sell Short,07/02/2023 12:45,StochES2,$15718.50,$0.00,3,($439.50),-0.47%,$532.50,50.57%,,$0.00,$0.00
,Buy to Cover,07/02/2023 13:30,StochSx2,$15791.75,,($439.50),$26296.50,,($520.50),7.69%,-41.74%,$0.00,$0.00
545,Sell Short,09/02/2023 09:45,StochES2,$15790.50,$0.00,3,($202.50),-0.21%,$46.50,15.05%,,$0.00,$0.00
,Buy to Cover,09/02/2023 10:15,StochSx2,$15824.25,,($202.50),$26094.00,,($262.50),19.42%,-65.53%,$0.00,$0.00
546,Sell Short,14/02/2023 11:00,StochES2,$15596.50,$0.00,3,($246.00),-0.26%,$27.00,8.29%,,$0.00,$0.00
,Buy to Cover,14/02/2023 11:15,StochSx2,$15637.50,,($246.00),$25848.00,,($298.50),16.13%,-75.58%,$0.00,$0.00
547,Sell Short,16/02/2023 09:00,StochES1,$15719.25,$0.00,3,($396.00),-0.42%,$97.50,18.11%,,$0.00,$0.00
,Buy to Cover,16/02/2023 09:45,StochSx2,$15785.25,,($396.00),$25452.00,,($441.00),8.36%,-73.54%,$0.00,$0.00
548,Sell Short,16/02/2023 14:30,StochES2,$15766.00,$0.00,3,$546.00,0.58%,$717.00,99.58%,,$0.00,$0.00
,Buy to Cover,16/02/2023 15:00,EoDS,$15675.00,,$546.00,$25998.00,,($3.00),76.25%,75.83%,$0.00,$0.00
549,Sell Short,23/02/2023 10:15,StochES2,$15284.00,$0.00,3,($216.00),-0.24%,$513.00,67.99%,,$0.00,$0.00
,Buy to Cover,23/02/2023 13:30,StochSx2,$15320.00,,($216.00),$25782.00,,($241.50),3.38%,-28.63%,$0.00,$0.00
550,Sell Short,24/02/2023 09:00,StochES1,$15155.25,$0.00,3,$135.00,0.15%,$372.00,62.78%,,$0.00,$0.00
,Buy to Cover,24/02/2023 15:00,EoDS,$15132.75,,$135.00,$25917.00,,($220.50),60.00%,22.78%,$0.00,$0.00
551,Sell Short,07/03/2023 09:30,StochES2,$15382.00,$0.00,3,$219.00,0.24%,$415.50,39.18%,,$0.00,$0.00
,Buy to Cover,07/03/2023 15:00,EoDS,$15345.50,,$219.00,$26136.00,,($645.00),81.47%,20.65%,$0.00,$0.00
552,Sell Short,20/03/2023 09:00,StochES1,$15609.75,$0.00,3,($231.00),-0.25%,$232.50,45.19%,,$0.00,$0.00
,Buy to Cover,20/03/2023 09:45,StochSx2,$15648.25,,($231.00),$25905.00,,($282.00),9.91%,-44.90%,$0.00,$0.00
553,Sell Short,20/03/2023 11:00,StochES2,$15704.50,$0.00,3,($58.50),-0.06%,$583.50,90.05%,,$0.00,$0.00
,Buy to Cover,20/03/2023 13:00,StochSx2,$15714.25,,($58.50),$25846.50,,($64.50),0.93%,-9.03%,$0.00,$0.00
554,Sell Short,22/03/2023 15:00,StochES2,$15894.00,$0.00,3,$0.00,0.00%,$0.00,100.00%,,$0.00,$0.00
,Buy to Cover,22/03/2023 15:00,EoDS,$15894.00,,$0.00,$25846.50,,$0.00,100.00%,100.00%,$0.00,$0.00
555,Sell Short,23/03/2023 13:45,StochES2,$15856.00,$0.00,3,($99.00),-0.10%,$484.50,55.79%,,$0.00,$0.00
,Buy to Cover,23/03/2023 15:00,EoDS,$15872.50,,($99.00),$25747.50,,($384.00),32.82%,-11.40%,$0.00,$0.00
556,Sell Short,10/04/2023 09:00,StochES1,$16049.75,$0.00,3,($481.50),-0.50%,$243.00,33.54%,,$0.00,$0.00
,Buy to Cover,10/04/2023 11:00,StochSx2,$16130.00,,($481.50),$25266.00,,($481.50),0.00%,-66.46%,$0.00,$0.00
557,Sell Short,10/04/2023 11:15,StochES2,$16093.75,$0.00,3,($294.00),-0.30%,$228.00,40.53%,,$0.00,$0.00
,Buy to Cover,10/04/2023 12:00,StochSx2,$16142.75,,($294.00),$24972.00,,($334.50),7.20%,-52.27%,$0.00,$0.00
558,Sell Short,11/04/2023 10:00,StochES2,$16111.00,$0.00,3,($85.50),-0.09%,$85.50,44.19%,,$0.00,$0.00
,Buy to Cover,11/04/2023 10:30,StochSx2,$16125.25,,($85.50),$24886.50,,($108.00),11.63%,-44.19%,$0.00,$0.00
559,Sell Short,11/04/2023 12:30,StochES2,$16121.50,$0.00,3,($126.00),-0.13%,$4.50,3.09%,,$0.00,$0.00
,Buy to Cover,11/04/2023 12:45,StochSx2,$16142.50,,($126.00),$24760.50,,($141.00),10.31%,-86.60%,$0.00,$0.00
560,Sell Short,12/04/2023 10:00,StochES2,$16096.25,$0.00,3,($187.50),-0.19%,$472.50,67.60%,,$0.00,$0.00
,Buy to Cover,12/04/2023 12:15,StochSx2,$16127.50,,($187.50),$24573.00,,($226.50),5.58%,-26.82%,$0.00,$0.00
561,Sell Short,12/04/2023 13:45,StochES2,$16061.25,$0.00,3,$303.00,0.31%,$459.00,98.08%,,$0.00,$0.00
,Buy to Cover,12/04/2023 15:00,EoDS,$16010.75,,$303.00,$24876.00,,($9.00),66.67%,64.74%,$0.00,$0.00
562,Sell Short,14/04/2023 12:00,StochES2,$16118.00,$0.00,3,($136.50),-0.14%,$121.50,41.97%,,$0.00,$0.00
,Buy to Cover,14/04/2023 12:30,StochSx2,$16140.75,,($136.50),$24739.50,,($168.00),10.88%,-47.15%,$0.00,$0.00
563,Sell Short,18/04/2023 12:45,StochES2,$16210.25,$0.00,3,($127.50),-0.13%,$25.50,16.67%,,$0.00,$0.00
,Buy to Cover,18/04/2023 13:00,StochSx2,$16231.50,,($127.50),$24612.00,,($127.50),0.00%,-83.33%,$0.00,$0.00
564,Sell Short,19/04/2023 09:00,StochES1,$16153.25,$0.00,3,($472.50),-0.49%,$138.00,16.61%,,$0.00,$0.00
,Buy to Cover,19/04/2023 15:00,EoDS,$16232.00,,($472.50),$24139.50,,($693.00),26.53%,-56.86%,$0.00,$0.00
565,Sell Short,20/04/2023 13:45,StochES2,$16151.25,$0.00,3,$426.00,0.44%,$525.00,95.89%,,$0.00,$0.00
,Buy to Cover,20/04/2023 15:00,EoDS,$16080.25,,$426.00,$24565.50,,($22.50),81.92%,77.81%,$0.00,$0.00
566,Sell Short,24/04/2023 10:00,StochES2,$16054.75,$0.00,3,($238.50),-0.25%,$274.50,45.41%,,$0.00,$0.00
,Buy to Cover,24/04/2023 14:15,StochSx2,$16094.50,,($238.50),$24327.00,,($330.00),15.14%,-39.45%,$0.00,$0.00
567,Sell Short,25/04/2023 09:00,StochES1,$16054.50,$0.00,3,$1110.00,1.15%,$1150.50,98.59%,,$0.00,$0.00
,Buy to Cover,25/04/2023 15:00,EoDS,$15869.50,,$1110.00,$25437.00,,($16.50),96.53%,95.12%,$0.00,$0.00
568,Sell Short,10/05/2023 10:00,StochES2,$16378.50,$0.00,3,($178.50),-0.18%,$231.00,54.04%,,$0.00,$0.00
,Buy to Cover,10/05/2023 10:45,StochSx2,$16408.25,,($178.50),$25258.50,,($196.50),4.21%,-41.75%,$0.00,$0.00
569,Sell Short,12/05/2023 11:30,StochES2,$16414.25,$0.00,3,($61.50),-0.06%,$375.00,83.61%,,$0.00,$0.00
,Buy to Cover,12/05/2023 15:00,EoDS,$16424.50,,($61.50),$25197.00,,($73.50),2.68%,-13.71%,$0.00,$0.00
570,Sell Short,15/05/2023 09:15,StochES2,$16418.75,$0.00,3,($235.50),-0.24%,$154.50,38.87%,,$0.00,$0.00
,Buy to Cover,15/05/2023 10:30,StochSx2,$16458.00,,($235.50),$24961.50,,($243.00),1.89%,-59.25%,$0.00,$0.00
571,Sell Short,23/05/2023 09:00,StochES1,$16887.75,$0.00,3,$585.00,0.58%,$810.00,79.88%,,$0.00,$0.00
,Buy to Cover,23/05/2023 15:00,EoDS,$16790.25,,$585.00,$25546.50,,($204.00),77.81%,57.69%,$0.00,$0.00
572,Sell Short,06/06/2023 09:00,StochES1,$17573.75,$0.00,3,($477.00),-0.45%,$37.50,6.94%,,$0.00,$0.00
,Buy to Cover,06/06/2023 11:15,StochSx2,$17653.25,,($477.00),$25069.50,,($502.50),4.72%,-88.33%,$0.00,$0.00
573,Sell Short,16/06/2023 14:30,StochES2,$18143.00,$0.00,3,($87.00),-0.08%,$4.50,2.13%,,$0.00,$0.00
,Buy to Cover,16/06/2023 14:45,StochSx2,$18157.50,,($87.00),$24982.50,,($207.00),56.74%,-41.13%,$0.00,$0.00
574,Sell Short,22/06/2023 10:00,StochES2,$17936.50,$0.00,3,($316.50),-0.29%,$109.50,20.51%,,$0.00,$0.00
,Buy to Cover,22/06/2023 10:30,StochSx2,$17989.25,,($316.50),$24666.00,,($424.50),20.22%,-59.27%,$0.00,$0.00
575,Sell Short,22/06/2023 11:30,StochES2,$17981.00,$0.00,3,($147.00),-0.14%,$220.50,54.24%,,$0.00,$0.00
,Buy to Cover,22/06/2023 13:00,StochSx2,$18005.50,,($147.00),$24519.00,,($186.00),9.59%,-36.16%,$0.00,$0.00
576,Sell Short,23/06/2023 09:00,StochES1,$17893.00,$0.00,3,($484.50),-0.45%,$276.00,35.94%,,$0.00,$0.00
,Buy to Cover,23/06/2023 11:45,StochSx2,$17973.75,,($484.50),$24034.50,,($492.00),0.98%,-63.09%,$0.00,$0.00
577,Sell Short,23/06/2023 14:00,StochES2,$17930.50,$0.00,3,($73.50),-0.07%,$225.00,69.77%,,$0.00,$0.00
