

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
,Sell,07/03/2017 08:45,StochLx2,$3137.00,,($60.00),$638.75,,($77.50),10.29%,-35.29%,$0.00,$0.00
59,Buy,09/03/2017 09:30,StochEL2,$3135.00,$0.00,1,($5.00),-0.03%,$42.50,36.96%,,$0.00,$0.00
,Sell,14/03/2017 09:00,StochLX1,$3134.00,,($5.00),$633.75,,($72.50),58.70%,-4.35%,$0.00,$0.00
60,Buy,15/03/2017 09:00,StochEL1,$3136.75,$0.00,1,$65.00,0.41%,$102.50,97.62%,,$0.00,$0.00
,Sell,17/03/2017 13:45,StochLx2,$3149.75,,$65.00,$698.75,,($2.50),64.29%,61.90%,$0.00,$0.00
61,Buy,21/03/2017 09:00,StochEL1,$3146.75,$0.00,1,($16.25),-0.10%,$0.00,0.00%,,$0.00,$0.00
,Sell,21/03/2017 09:15,StochLx2,$3143.50,,($16.25),$682.50,,($17.50),7.14%,-92.86%,$0.00,$0.00
62,Buy,23/03/2017 10:00,StochEL2,$3118.75,$0.00,1,($36.25),-0.23%,$33.75,46.55%,,$0.00,$0.00
,Sell,23/03/2017 14:45,StochLx2,$3111.50,,($36.25),$646.25,,($38.75),3.45%,-50.00%,$0.00,$0.00
63,Buy,24/03/2017 09:00,StochEL1,$3118.25,$0.00,1,$52.50,0.34%,$90.00,36.92%,,$0.00,$0.00
,Sell,03/04/2017 08:45,StochLx2,$3128.75,,$52.50,$698.75,,($153.75),84.62%,21.54%,$0.00,$0.00
64,Buy,03/04/2017 14:30,StochEL2,$3124.50,$0.00,1,($11.25),-0.07%,$7.50,21.43%,,$0.00,$0.00
,Sell,04/04/2017 09:00,StochLX1,$3122.25,,($11.25),$687.50,,($27.50),46.43%,-32.14%,$0.00,$0.00
65,Buy,04/04/2017 13:00,StochEL2,$3123.50,$0.00,1,($5.00),-0.03%,$105.00,70.00%,,$0.00,$0.00
,Sell,07/04/2017 15:00,StochLx2,$3122.50,,($5.00),$682.50,,($45.00),26.67%,-3.33%,$0.00,$0.00
66,Buy,10/04/2017 09:00,StochEL1,$3128.50,$0.00,1,($33.75),-0.22%,$21.25,34.00%,,$0.00,$0.00
,Sell,10/04/2017 11:00,StochLx2,$3121.75,,($33.75),$648.75,,($41.25),12.00%,-54.00%,$0.00,$0.00
67,Buy,10/04/2017 12:15,StochEL2,$3126.50,$0.00,1,($52.50),-0.34%,$16.25,12.04%,,$0.00,$0.00
,Sell,12/04/2017 09:00,StochLX1,$3116.00,,($52.50),$596.25,,($118.75),49.07%,-38.89%,$0.00,$0.00
68,Buy,13/04/2017 10:00,StochEL2,$3112.00,$0.00,1,($20.00),-0.13%,$12.50,37.04%,,$0.00,$0.00
,Sell,13/04/2017 11:30,StochLx2,$3108.00,,($20.00),$576.25,,($21.25),3.70%,-59.26%,$0.00,$0.00
69,Buy,17/04/2017 10:15,StochEL2,$3105.75,$0.00,1,($10.00),-0.06%,$46.25,80.43%,,$0.00,$0.00
,Sell,18/04/2017 11:00,StochLx2,$3103.75,,($10.00),$566.25,,($11.25),2.17%,-17.39%,$0.00,$0.00
70,Buy,19/04/2017 12:45,StochEL2,$3110.00,$0.00,1,$155.00,1.00%,$155.00,77.02%,,$0.00,$0.00
,Sell,24/04/2017 08:45,StochLx2,$3141.00,,$155.00,$721.25,,($46.25),100.00%,77.02%,$0.00,$0.00
71,Buy,24/04/2017 09:00,StochEL1,$3139.00,$0.00,1,$85.00,0.54%,$126.25,87.07%,,$0.00,$0.00
,Sell,27/04/2017 08:45,StochLx2,$3156.00,,$85.00,$806.25,,($18.75),71.55%,58.62%,$0.00,$0.00
72,Buy,27/04/2017 12:15,StochEL2,$3158.00,$0.00,1,($13.75),-0.09%,$1.25,8.33%,,$0.00,$0.00
,Sell,27/04/2017 13:00,StochLx2,$3155.25,,($13.75),$792.50,,($13.75),0.00%,-91.67%,$0.00,$0.00
73,Buy,01/05/2017 09:00,StochEL1,$3154.25,$0.00,1,($18.75),-0.12%,$2.50,11.11%,,$0.00,$0.00
,Sell,01/05/2017 09:30,StochLx2,$3150.50,,($18.75),$773.75,,($20.00),5.56%,-83.33%,$0.00,$0.00
74,Buy,01/05/2017 10:00,StochEL2,$3154.00,$0.00,1,($10.00),-0.06%,$31.25,65.79%,,$0.00,$0.00
,Sell,02/05/2017 09:15,StochLx2,$3152.00,,($10.00),$763.75,,($16.25),13.16%,-21.05%,$0.00,$0.00
75,Buy,02/05/2017 11:00,StochEL2,$3154.00,$0.00,1,($11.25),-0.07%,$17.50,45.16%,,$0.00,$0.00
,Sell,03/05/2017 09:00,StochLX1,$3151.75,,($11.25),$752.50,,($21.25),25.81%,-29.03%,$0.00,$0.00
76,Buy,03/05/2017 15:00,StochEL2,$3153.00,$0.00,1,($25.00),-0.16%,$21.25,45.95%,,$0.00,$0.00
,Sell,04/05/2017 11:30,StochLx2,$3148.00,,($25.00),$727.50,,($25.00),0.00%,-54.05%,$0.00,$0.00
77,Buy,04/05/2017 12:15,StochEL2,$3152.75,$0.00,1,$46.25,0.29%,$83.75,84.81%,,$0.00,$0.00
,Sell,09/05/2017 12:45,StochLx2,$3162.00,,$46.25,$773.75,,($15.00),62.03%,46.84%,$0.00,$0.00
78,Buy,09/05/2017 13:00,StochEL2,$3163.75,$0.00,1,($30.00),-0.19%,$12.50,27.78%,,$0.00,$0.00
