

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
860,Sell Short,20/08/2024 02:10,SE,$2842.2,$0.00,1,($2500.00),-0.88%,$140.00,5.30%,,$0.00,$0.00
,Buy to Cover,20/08/2024 04:50,Stop Loss,$2867.2,,($2500.00),$143380.00,,($2500.00),0.00%,-94.70%,$0.00,$0.00
861,Sell Short,26/08/2024 00:35,SE,$2850.2,$0.00,1,($910.00),-0.32%,$50.00,2.60%,,$0.00,$0.00
,Buy to Cover,26/08/2024 16:50,SX,$2859.3,,($910.00),$142470.00,,($1870.00),50.00%,-47.40%,$0.00,$0.00
862,Sell Short,27/08/2024 04:00,SE,$2846.6,$0.00,1,($1950.00),-0.69%,$240.00,10.48%,,$0.00,$0.00
,Buy to Cover,27/08/2024 16:50,SX,$2866.1,,($1950.00),$140520.00,,($2050.00),4.37%,-85.15%,$0.00,$0.00
863,Sell Short,30/08/2024 00:10,SE,$2851.4,$0.00,1,$1080.00,0.38%,$1910.00,57.01%,,$0.00,$0.00
,Buy to Cover,30/08/2024 16:50,SX,$2840.6,,$1080.00,$141600.00,,($1440.00),75.22%,32.24%,$0.00,$0.00
864,Buy,03/09/2024 02:25,LE,$2834.4,$0.00,1,($480.00),-0.17%,$980.00,28.74%,,$0.00,$0.00
,Sell,03/09/2024 16:50,LX,$2829.6,,($480.00),$141120.00,,($2430.00),57.18%,-14.08%,$0.00,$0.00
865,Sell Short,10/09/2024 00:10,SE,$2836.1,$0.00,1,($1530.00),-0.54%,$150.00,8.06%,,$0.00,$0.00
,Buy to Cover,10/09/2024 16:50,SX,$2851.4,,($1530.00),$139590.00,,($1710.00),9.68%,-82.26%,$0.00,$0.00
866,Buy,11/09/2024 02:05,LE,$2857.7,$0.00,1,($1050.00),-0.37%,$600.00,20.69%,,$0.00,$0.00
,Sell,11/09/2024 16:50,LX,$2847.2,,($1050.00),$138540.00,,($2300.00),43.10%,-36.21%,$0.00,$0.00
867,Sell Short,16/09/2024 03:20,SE,$2913.9,$0.00,1,($190.00),-0.07%,$570.00,39.86%,,$0.00,$0.00
,Buy to Cover,16/09/2024 16:50,SX,$2915.8,,($190.00),$138350.00,,($860.00),46.85%,-13.29%,$0.00,$0.00
868,Sell Short,17/09/2024 00:25,SE,$2909.8,$0.00,1,$780.00,0.27%,$1680.00,63.64%,,$0.00,$0.00
,Buy to Cover,17/09/2024 16:50,SX,$2902.0,,$780.00,$139130.00,,($960.00),65.91%,29.55%,$0.00,$0.00
869,Buy,20/09/2024 00:10,LE,$2924.4,$0.00,1,$2740.00,0.94%,$3230.00,93.90%,,$0.00,$0.00
,Sell,20/09/2024 16:50,LX,$2951.8,,$2740.00,$141870.00,,($210.00),85.76%,79.65%,$0.00,$0.00
870,Buy,23/09/2024 01:50,LE,$2961.6,$0.00,1,($350.00),-0.12%,$390.00,18.40%,,$0.00,$0.00
,Sell,23/09/2024 16:50,LX,$2958.1,,($350.00),$141520.00,,($1730.00),65.09%,-16.51%,$0.00,$0.00
871,Buy,24/09/2024 00:45,LE,$2966.6,$0.00,1,$2350.00,0.79%,$2850.00,67.38%,,$0.00,$0.00
,Sell,24/09/2024 16:50,LX,$2990.1,,$2350.00,$143870.00,,($1380.00),88.18%,55.56%,$0.00,$0.00
872,Sell Short,02/10/2024 00:20,SE,$2981.7,$0.00,1,($450.00),-0.15%,$1390.00,61.23%,,$0.00,$0.00
,Buy to Cover,02/10/2024 16:50,SX,$2986.2,,($450.00),$143420.00,,($880.00),18.94%,-19.82%,$0.00,$0.00
873,Sell Short,03/10/2024 01:25,SE,$2979.4,$0.00,1,($280.00),-0.09%,$1590.00,64.63%,,$0.00,$0.00
,Buy to Cover,03/10/2024 16:50,SX,$2982.2,,($280.00),$143140.00,,($870.00),23.98%,-11.38%,$0.00,$0.00
874,Sell Short,08/10/2024 03:05,SE,$2958.4,$0.00,1,$1340.00,0.45%,$2930.00,59.80%,,$0.00,$0.00
,Buy to Cover,08/10/2024 16:50,SX,$2945.0,,$1340.00,$144480.00,,($1970.00),67.55%,27.35%,$0.00,$0.00
875,Buy,10/10/2024 02:25,LE,$2939.5,$0.00,1,$1310.00,0.45%,$1510.00,50.17%,,$0.00,$0.00
,Sell,10/10/2024 16:50,LX,$2952.6,,$1310.00,$145790.00,,($1500.00),93.36%,43.52%,$0.00,$0.00
876,Buy,17/10/2024 02:45,LE,$3006.3,$0.00,1,$620.00,0.21%,$1210.00,49.39%,,$0.00,$0.00
,Sell,17/10/2024 16:50,LX,$3012.5,,$620.00,$146410.00,,($1240.00),75.92%,25.31%,$0.00,$0.00
877,Buy,18/10/2024 01:10,LE,$3032.9,$0.00,1,$930.00,0.31%,$1010.00,49.51%,,$0.00,$0.00
,Sell,18/10/2024 16:50,LX,$3042.2,,$930.00,$147340.00,,($1030.00),96.08%,45.59%,$0.00,$0.00
878,Sell Short,25/10/2024 00:30,SE,$3042.7,$0.00,1,($2100.00),-0.69%,$790.00,26.51%,,$0.00,$0.00
,Buy to Cover,25/10/2024 16:50,SX,$3063.7,,($2100.00),$145240.00,,($2190.00),3.02%,-70.47%,$0.00,$0.00
879,Sell Short,29/10/2024 04:25,SE,$3066.6,$0.00,1,($2500.00),-0.82%,$300.00,10.71%,,$0.00,$0.00
,Buy to Cover,29/10/2024 14:35,Stop Loss,$3091.6,,($2500.00),$142740.00,,($2500.00),0.00%,-89.29%,$0.00,$0.00
880,Sell Short,31/10/2024 00:10,SE,$3100.4,$0.00,1,$3900.00,1.26%,$5290.00,94.63%,,$0.00,$0.00
,Buy to Cover,31/10/2024 16:50,SX,$3061.4,,$3900.00,$146640.00,,($300.00),75.13%,69.77%,$0.00,$0.00
881,Buy,04/11/2024 00:15,LE,$3057.6,$0.00,1,($650.00),-0.21%,$560.00,33.33%,,$0.00,$0.00
,Sell,04/11/2024 16:50,LX,$3051.1,,($650.00),$145990.00,,($1120.00),27.98%,-38.69%,$0.00,$0.00
882,Buy,05/11/2024 01:40,LE,$3051.6,$0.00,1,$740.00,0.24%,$1360.00,73.51%,,$0.00,$0.00
,Sell,05/11/2024 16:50,LX,$3059.0,,$740.00,$146730.00,,($490.00),66.49%,40.00%,$0.00,$0.00
883,Sell Short,08/11/2024 01:05,SE,$3006.1,$0.00,1,$900.00,0.30%,$1310.00,53.69%,,$0.00,$0.00
,Buy to Cover,08/11/2024 16:50,SX,$2997.1,,$900.00,$147630.00,,($1130.00),83.20%,36.89%,$0.00,$0.00
884,Sell Short,11/11/2024 04:25,SE,$2979.2,$0.00,1,$4710.00,1.58%,$5640.00,86.11%,,$0.00,$0.00
,Buy to Cover,11/11/2024 16:50,SX,$2932.1,,$4710.00,$152340.00,,($910.00),85.80%,71.91%,$0.00,$0.00
885,Sell Short,13/11/2024 03:15,SE,$2915.0,$0.00,1,$2830.00,0.97%,$3050.00,66.02%,,$0.00,$0.00
,Buy to Cover,13/11/2024 16:50,SX,$2886.7,,$2830.00,$155170.00,,($1570.00),95.24%,61.26%,$0.00,$0.00
886,Buy,15/11/2024 05:30,LE,$2880.0,$0.00,1,($840.00),-0.29%,$650.00,38.01%,,$0.00,$0.00
,Sell,15/11/2024 16:50,LX,$2871.6,,($840.00),$154330.00,,($1060.00),12.87%,-49.12%,$0.00,$0.00
887,Buy,18/11/2024 04:35,LE,$2903.4,$0.00,1,$1830.00,0.63%,$2180.00,84.50%,,$0.00,$0.00
,Sell,18/11/2024 16:50,LX,$2921.7,,$1830.00,$156160.00,,($400.00),86.43%,70.93%,$0.00,$0.00
888,Sell Short,20/11/2024 01:05,SE,$2943.9,$0.00,1,($1550.00),-0.53%,$1630.00,43.94%,,$0.00,$0.00
,Buy to Cover,20/11/2024 16:50,SX,$2959.4,,($1550.00),$154610.00,,($2080.00),14.29%,-41.78%,$0.00,$0.00
889,Buy,22/11/2024 02:00,LE,$3000.4,$0.00,1,$1920.00,0.64%,$1930.00,69.93%,,$0.00,$0.00
,Sell,22/11/2024 16:50,LX,$3019.6,,$1920.00,$156530.00,,($830.00),99.64%,69.57%,$0.00,$0.00
890,Buy,27/11/2024 00:35,LE,$2947.6,$0.00,1,($490.00),-0.17%,$1740.00,70.45%,,$0.00,$0.00
,Sell,27/11/2024 16:50,LX,$2942.7,,($490.00),$156040.00,,($730.00),9.72%,-19.84%,$0.00,$0.00
891,Buy,04/12/2024 00:10,LE,$2952.4,$0.00,1,$320.00,0.11%,$1120.00,40.29%,,$0.00,$0.00
,Sell,04/12/2024 16:50,LX,$2955.6,,$320.00,$156360.00,,($1660.00),71.22%,11.51%,$0.00,$0.00
892,Sell Short,11/12/2024 02:10,SE,$3008.0,$0.00,1,($2500.00),-0.83%,$730.00,22.60%,,$0.00,$0.00
,Buy to Cover,11/12/2024 10:15,Stop Loss,$3033.0,,($2500.00),$153860.00,,($2500.00),0.00%,-77.40%,$0.00,$0.00
893,Buy,12/12/2024 03:25,LE,$3034.5,$0.00,1,($2500.00),-0.82%,$240.00,8.76%,,$0.00,$0.00
,Sell,12/12/2024 09:00,Stop Loss,$3009.5,,($2500.00),$151360.00,,($2500.00),0.00%,-91.24%,$0.00,$0.00
894,Buy,16/12/2024 02:45,LE,$2955.3,$0.00,1,($380.00),-0.13%,$970.00,57.74%,,$0.00,$0.00
,Sell,16/12/2024 16:50,LX,$2951.5,,($380.00),$150980.00,,($710.00),19.64%,-22.62%,$0.00,$0.00
895,Sell Short,17/12/2024 01:25,SE,$2947.0,$0.00,1,$260.00,0.09%,$1930.00,70.70%,,$0.00,$0.00
,Buy to Cover,17/12/2024 16:50,SX,$2944.4,,$260.00,$151240.00,,($800.00),38.83%,9.52%,$0.00,$0.00
896,Buy,20/12/2024 01:30,LE,$2899.6,$0.00,1,$2220.00,0.77%,$3580.00,90.86%,,$0.00,$0.00
,Sell,20/12/2024 16:50,LX,$2921.8,,$2220.00,$153460.00,,($360.00),65.48%,56.35%,$0.00,$0.00
897,Buy,24/12/2024 00:15,LE,$2916.1,$0.00,1,$560.00,0.19%,$1230.00,54.42%,,$0.00,$0.00
,Sell,26/12/2024 02:25,SE,$2921.7,,$560.00,$154020.00,,($1030.00),70.35%,24.78%,$0.00,$0.00
898,Sell Short,26/12/2024 02:25,SE,$2921.7,$0.00,1,($1390.00),-0.48%,$220.00,12.36%,,$0.00,$0.00
,Buy to Cover,26/12/2024 16:50,SX,$2935.6,,($1390.00),$152630.00,,($1560.00),9.55%,-78.09%,$0.00,$0.00
899,Buy,02/01/2025 00:45,LE,$2930.2,$0.00,1,$2280.00,0.78%,$2560.00,81.01%,,$0.00,$0.00
,Sell,02/01/2025 16:50,LX,$2953.0,,$2280.00,$154910.00,,($600.00),91.14%,72.15%,$0.00,$0.00
900,Sell Short,06/01/2025 00:35,SE,$2926.8,$0.00,1,($150.00),-0.05%,$2060.00,52.55%,,$0.00,$0.00
,Buy to Cover,06/01/2025 16:50,SX,$2928.3,,($150.00),$154760.00,,($1860.00),43.62%,-3.83%,$0.00,$0.00
901,Buy,08/01/2025 01:30,LE,$2947.5,$0.00,1,$1430.00,0.49%,$2110.00,75.09%,,$0.00,$0.00
,Sell,08/01/2025 16:50,LX,$2961.8,,$1430.00,$156190.00,,($700.00),75.80%,50.89%,$0.00,$0.00
902,Buy,09/01/2025 01:45,LE,$2962.5,$0.00,1,$1110.00,0.37%,$1590.00,79.90%,,$0.00,$0.00
,Sell,09/01/2025 16:50,LX,$2973.6,,$1110.00,$157300.00,,($400.00),75.88%,55.78%,$0.00,$0.00
903,Buy,15/01/2025 00:40,LE,$2973.8,$0.00,1,$2800.00,0.94%,$2970.00,96.43%,,$0.00,$0.00
,Sell,15/01/2025 16:50,LX,$3001.8,,$2800.00,$160100.00,,($110.00),94.48%,90.91%,$0.00,$0.00
904,Buy,20/01/2025 00:15,LE,$3029.4,$0.00,1,($2500.00),-0.83%,$700.00,21.88%,,$0.00,$0.00
,Sell,20/01/2025 08:40,Stop Loss,$3004.4,,($2500.00),$157600.00,,($2500.00),0.00%,-78.13%,$0.00,$0.00
905,Sell Short,23/01/2025 04:20,SE,$3040.3,$0.00,1,($270.00),-0.09%,$1770.00,67.82%,,$0.00,$0.00
,Buy to Cover,23/01/2025 16:50,SX,$3043.0,,($270.00),$157330.00,,($840.00),21.84%,-10.34%,$0.00,$0.00
906,Sell Short,29/01/2025 00:10,SE,$3050.9,$0.00,1,$180.00,0.06%,$1170.00,64.64%,,$0.00,$0.00
,Buy to Cover,29/01/2025 16:50,SX,$3049.1,,$180.00,$157510.00,,($640.00),45.30%,9.94%,$0.00,$0.00
907,Buy,30/01/2025 02:00,LE,$3054.9,$0.00,1,$4950.00,1.62%,$5280.00,100.00%,,$0.00,$0.00
,Sell,30/01/2025 16:50,LX,$3104.4,,$4950.00,$162460.00,,$0.00,93.75%,93.75%,$0.00,$0.00
908,Buy,03/02/2025 03:00,LE,$3078.7,$0.00,1,$2510.00,0.82%,$4780.00,91.40%,,$0.00,$0.00
,Sell,03/02/2025 16:50,LX,$3103.8,,$2510.00,$164970.00,,($450.00),56.60%,47.99%,$0.00,$0.00
909,Buy,05/02/2025 00:45,LE,$3140.6,$0.00,1,($230.00),-0.07%,$1990.00,73.16%,,$0.00,$0.00
,Sell,05/02/2025 16:50,LX,$3138.3,,($230.00),$164740.00,,($730.00),18.38%,-8.46%,$0.00,$0.00
910,Sell Short,06/02/2025 01:50,SE,$3138.5,$0.00,1,$330.00,0.11%,$2900.00,73.98%,,$0.00,$0.00
,Buy to Cover,06/02/2025 16:50,SX,$3135.2,,$330.00,$165070.00,,($1020.00),34.44%,8.42%,$0.00,$0.00
911,Buy,10/02/2025 00:10,LE,$3159.1,$0.00,1,$3170.00,1.00%,$3350.00,95.44%,,$0.00,$0.00
,Sell,10/02/2025 16:50,LX,$3190.8,,$3170.00,$168240.00,,($160.00),94.87%,90.31%,$0.00,$0.00
912,Sell Short,14/02/2025 06:50,SE,$3209.8,$0.00,1,$6080.00,1.89%,$6540.00,97.61%,,$0.00,$0.00
,Buy to Cover,14/02/2025 16:50,SX,$3149.0,,$6080.00,$174320.00,,($160.00),93.13%,90.75%,$0.00,$0.00
913,Buy,18/02/2025 00:10,LE,$3180.6,$0.00,1,$2850.00,0.90%,$3040.00,84.68%,,$0.00,$0.00
,Sell,18/02/2025 16:50,LX,$3209.1,,$2850.00,$177170.00,,($550.00),94.71%,79.39%,$0.00,$0.00
914,Buy,20/02/2025 00:25,LE,$3216.4,$0.00,1,($560.00),-0.17%,$1150.00,33.72%,,$0.00,$0.00
,Sell,20/02/2025 16:50,LX,$3210.8,,($560.00),$176610.00,,($2260.00),49.85%,-16.42%,$0.00,$0.00
915,Sell Short,03/03/2025 00:50,SE,$3123.7,$0.00,1,($2500.00),-0.80%,$40.00,1.57%,,$0.00,$0.00
,Buy to Cover,03/03/2025 09:40,Stop Loss,$3148.7,,($2500.00),$174110.00,,($2500.00),0.00%,-98.43%,$0.00,$0.00
916,Buy,04/03/2025 00:25,LE,$3158.7,$0.00,1,$2280.00,0.72%,$3560.00,79.82%,,$0.00,$0.00
,Sell,04/03/2025 16:50,LX,$3181.5,,$2280.00,$176390.00,,($900.00),71.30%,51.12%,$0.00,$0.00
917,Sell Short,13/03/2025 03:10,SE,$3199.5,$0.00,1,($2500.00),-0.78%,$280.00,10.07%,,$0.00,$0.00
,Buy to Cover,13/03/2025 10:45,Stop Loss,$3224.5,,($2500.00),$173890.00,,($2500.00),0.00%,-89.93%,$0.00,$0.00
918,Sell Short,17/03/2025 00:25,SE,$3248.6,$0.00,1,($1600.00),-0.49%,$270.00,14.14%,,$0.00,$0.00
,Buy to Cover,17/03/2025 16:50,SX,$3264.6,,($1600.00),$172290.00,,($1640.00),2.09%,-83.77%,$0.00,$0.00
919,Buy,18/03/2025 00:50,LE,$3278.6,$0.00,1,$1670.00,0.51%,$2340.00,75.73%,,$0.00,$0.00
,Sell,18/03/2025 16:50,LX,$3295.3,,$1670.00,$173960.00,,($750.00),78.32%,54.05%,$0.00,$0.00
920,Sell Short,20/03/2025 01:45,SE,$3308.2,$0.00,1,$20.00,0.01%,$2090.00,79.17%,,$0.00,$0.00
,Buy to Cover,20/03/2025 16:50,SX,$3308.0,,$20.00,$173980.00,,($550.00),21.59%,0.76%,$0.00,$0.00
921,Buy,25/03/2025 00:10,LE,$3274.4,$0.00,1,$630.00,0.19%,$2250.00,81.23%,,$0.00,$0.00
,Sell,25/03/2025 16:50,LX,$3280.7,,$630.00,$174610.00,,($520.00),41.52%,22.74%,$0.00,$0.00
922,Sell Short,02/04/2025 01:30,SE,$3367.9,$0.00,1,($2500.00),-0.74%,$750.00,23.08%,,$0.00,$0.00
,Buy to Cover,02/04/2025 09:40,Stop Loss,$3392.9,,($2500.00),$172110.00,,($2500.00),0.00%,-76.92%,$0.00,$0.00
923,Buy,08/04/2025 01:50,LE,$3243.6,$0.00,1,($2500.00),-0.77%,$1900.00,43.18%,,$0.00,$0.00
,Sell,08/04/2025 13:15,Stop Loss,$3218.6,,($2500.00),$169610.00,,($2500.00),0.00%,-56.82%,$0.00,$0.00
924,Buy,11/04/2025 04:25,LE,$3465.0,$0.00,1,$1340.00,0.39%,$2270.00,63.41%,,$0.00,$0.00
,Sell,11/04/2025 16:50,LX,$3478.4,,$1340.00,$170950.00,,($1310.00),74.02%,37.43%,$0.00,$0.00
925,Sell Short,14/04/2025 04:10,SE,$3461.4,$0.00,1,$930.00,0.27%,$2800.00,72.16%,,$0.00,$0.00
,Buy to Cover,14/04/2025 16:50,SX,$3452.1,,$930.00,$171880.00,,($1080.00),51.80%,23.97%,$0.00,$0.00
926,Buy,15/04/2025 00:35,LE,$3471.3,$0.00,1,($130.00),-0.04%,$430.00,18.78%,,$0.00,$0.00
,Sell,15/04/2025 16:50,LX,$3470.0,,($130.00),$171750.00,,($1860.00),75.55%,-5.68%,$0.00,$0.00
927,Buy,16/04/2025 00:55,LE,$3524.5,$0.00,1,$5520.00,1.57%,$5860.00,98.65%,,$0.00,$0.00
,Sell,16/04/2025 16:50,LX,$3579.7,,$5520.00,$177270.00,,($80.00),94.28%,92.93%,$0.00,$0.00
928,Buy,21/04/2025 02:05,LE,$3622.3,$0.00,1,$3780.00,1.04%,$4470.00,91.22%,,$0.00,$0.00
,Sell,21/04/2025 16:50,LX,$3660.1,,$3780.00,$181050.00,,($430.00),85.92%,77.14%,$0.00,$0.00
929,Sell Short,24/04/2025 02:20,SE,$3554.2,$0.00,1,($2500.00),-0.70%,$420.00,14.38%,,$0.00,$0.00
,Buy to Cover,24/04/2025 05:10,Stop Loss,$3579.2,,($2500.00),$178550.00,,($2500.00),0.00%,-85.62%,$0.00,$0.00
930,Sell Short,25/04/2025 00:10,SE,$3555.5,$0.00,1,$480.00,0.14%,$5600.00,89.46%,,$0.00,$0.00
,Buy to Cover,25/04/2025 16:50,SX,$3550.7,,$480.00,$179030.00,,($660.00),18.21%,7.67%,$0.00,$0.00
931,Sell Short,29/04/2025 01:00,SE,$3542.4,$0.00,1,($1130.00),-0.32%,$850.00,27.16%,,$0.00,$0.00
,Buy to Cover,29/04/2025 16:50,SX,$3553.7,,($1130.00),$177900.00,,($2280.00),36.74%,-36.10%,$0.00,$0.00
932,Sell Short,30/04/2025 00:10,SE,$3537.5,$0.00,1,$1210.00,0.34%,$3720.00,68.26%,,$0.00,$0.00
,Buy to Cover,30/04/2025 16:50,SX,$3525.4,,$1210.00,$179110.00,,($1730.00),53.94%,22.20%,$0.00,$0.00
933,Sell Short,08/05/2025 01:20,SE,$3603.2,$0.00,1,$6800.00,1.89%,$8520.00,92.01%,,$0.00,$0.00
,Buy to Cover,08/05/2025 16:50,SX,$3535.2,,$6800.00,$185910.00,,($740.00),81.43%,73.43%,$0.00,$0.00
934,Sell Short,12/05/2025 03:05,SE,$3487.1,$0.00,1,$2240.00,0.64%,$5120.00,100.00%,,$0.00,$0.00
,Buy to Cover,12/05/2025 16:50,SX,$3464.7,,$2240.00,$188150.00,,$0.00,43.75%,43.75%,$0.00,$0.00
935,Sell Short,14/05/2025 00:10,SE,$3454.4,$0.00,1,$4570.00,1.32%,$5900.00,76.13%,,$0.00,$0.00
,Buy to Cover,14/05/2025 16:50,SX,$3408.7,,$4570.00,$192720.00,,($1850.00),82.84%,58.97%,$0.00,$0.00
936,Sell Short,19/05/2025 00:10,SE,$3435.0,$0.00,1,($2500.00),-0.73%,$120.00,4.58%,,$0.00,$0.00
,Buy to Cover,19/05/2025 03:40,Stop Loss,$3460.0,,($2500.00),$190220.00,,($2500.00),0.00%,-95.42%,$0.00,$0.00
937,Buy,20/05/2025 03:55,LE,$3451.3,$0.00,1,$6610.00,1.92%,$7190.00,91.83%,,$0.00,$0.00
,Sell,20/05/2025 16:50,LX,$3517.4,,$6610.00,$196830.00,,($640.00),92.59%,84.42%,$0.00,$0.00
938,Sell Short,22/05/2025 03:00,SE,$3551.3,$0.00,1,$3360.00,0.95%,$4880.00,90.37%,,$0.00,$0.00
,Buy to Cover,22/05/2025 16:50,SX,$3517.7,,$3360.00,$200190.00,,($520.00),71.85%,62.22%,$0.00,$0.00
939,Sell Short,27/05/2025 01:00,SE,$3555.3,$0.00,1,$2790.00,0.78%,$4760.00,96.95%,,$0.00,$0.00
,Buy to Cover,27/05/2025 16:50,SX,$3527.4,,$2790.00,$202980.00,,($150.00),59.88%,56.82%,$0.00,$0.00
940,Buy,29/05/2025 03:20,LE,$3501.0,$0.00,1,$3680.00,1.05%,$5210.00,93.04%,,$0.00,$0.00
,Sell,29/05/2025 16:50,LX,$3537.8,,$3680.00,$206660.00,,($390.00),72.68%,65.71%,$0.00,$0.00
941,Buy,02/06/2025 01:00,LE,$3536.3,$0.00,1,$6610.00,1.87%,$6780.00,97.27%,,$0.00,$0.00
,Sell,02/06/2025 16:50,LX,$3602.4,,$6610.00,$213270.00,,($190.00),97.56%,94.84%,$0.00,$0.00
942,Sell Short,04/06/2025 06:50,SE,$3568.8,$0.00,1,($2500.00),-0.70%,$510.00,16.94%,,$0.00,$0.00
,Buy to Cover,04/06/2025 10:35,Stop Loss,$3593.8,,($2500.00),$210770.00,,($2500.00),0.00%,-83.06%,$0.00,$0.00
943,Sell Short,05/06/2025 00:20,SE,$3587.9,$0.00,1,($2500.00),-0.70%,$660.00,20.89%,,$0.00,$0.00
,Buy to Cover,05/06/2025 06:10,Stop Loss,$3612.9,,($2500.00),$208270.00,,($2500.00),0.00%,-79.11%,$0.00,$0.00
944,Buy,10/06/2025 02:20,LE,$3539.6,$0.00,1,$200.00,0.06%,$2760.00,91.09%,,$0.00,$0.00
,Sell,10/06/2025 16:50,LX,$3541.6,,$200.00,$208470.00,,($270.00),15.51%,6.60%,$0.00,$0.00
945,Sell Short,12/06/2025 03:35,SE,$3581.9,$0.00,1,($2500.00),-0.70%,$2660.00,51.55%,,$0.00,$0.00
,Buy to Cover,12/06/2025 08:40,Stop Loss,$3606.9,,($2500.00),$205970.00,,($2500.00),0.00%,-48.45%,$0.00,$0.00
946,Buy,26/06/2025 03:15,LE,$3553.8,$0.00,1,($2500.00),-0.70%,$690.00,21.63%,,$0.00,$0.00
,Sell,26/06/2025 09:05,Stop Loss,$3528.8,,($2500.00),$203470.00,,($2500.00),0.00%,-78.37%,$0.00,$0.00
947,Buy,01/07/2025 00:20,LE,$3531.5,$0.00,1,$1710.00,0.48%,$3580.00,98.08%,,$0.00,$0.00
,Sell,01/07/2025 16:50,LX,$3548.6,,$1710.00,$205180.00,,($70.00),48.77%,46.85%,$0.00,$0.00
948,Sell Short,02/07/2025 03:15,SE,$3535.2,$0.00,1,($2500.00),-0.71%,$120.00,4.58%,,$0.00,$0.00
,Buy to Cover,02/07/2025 14:25,Stop Loss,$3560.2,,($2500.00),$202680.00,,($2500.00),0.00%,-95.42%,$0.00,$0.00
949,Sell Short,03/07/2025 05:40,SE,$3553.0,$0.00,1,$1940.00,0.55%,$3480.00,77.85%,,$0.00,$0.00
,Buy to Cover,03/07/2025 16:50,SX,$3533.6,,$1940.00,$204620.00,,($990.00),65.55%,43.40%,$0.00,$0.00
950,Sell Short,07/07/2025 00:30,SE,$3511.4,$0.00,1,($2500.00),-0.71%,$1020.00,28.98%,,$0.00,$0.00
,Buy to Cover,07/07/2025 13:05,Stop Loss,$3536.4,,($2500.00),$202120.00,,($2500.00),0.00%,-71.02%,$0.00,$0.00
951,Buy,10/07/2025 02:25,LE,$3531.5,$0.00,1,($130.00),-0.04%,$470.00,23.27%,,$0.00,$0.00
,Sell,10/07/2025 16:50,LX,$3530.2,,($130.00),$201990.00,,($1550.00),70.30%,-6.44%,$0.00,$0.00
952,Buy,15/07/2025 00:10,LE,$3564.8,$0.00,1,($2500.00),-0.70%,$740.00,22.84%,,$0.00,$0.00
,Sell,15/07/2025 09:40,Stop Loss,$3539.8,,($2500.00),$199490.00,,($2500.00),0.00%,-77.16%,$0.00,$0.00
953,Sell Short,18/07/2025 00:35,SE,$3536.9,$0.00,1,($2500.00),-0.71%,$290.00,10.39%,,$0.00,$0.00
,Buy to Cover,18/07/2025 08:05,Stop Loss,$3561.9,,($2500.00),$196990.00,,($2500.00),0.00%,-89.61%,$0.00,$0.00
954,Buy,21/07/2025 01:05,LE,$3562.0,$0.00,1,$4590.00,1.29%,$5170.00,99.04%,,$0.00,$0.00
,Sell,21/07/2025 16:50,LX,$3607.9,,$4590.00,$201580.00,,($50.00),88.89%,87.93%,$0.00,$0.00
955,Sell Short,23/07/2025 01:45,SE,$3630.1,$0.00,1,$3400.00,0.94%,$4270.00,77.36%,,$0.00,$0.00
,Buy to Cover,23/07/2025 16:50,SX,$3596.1,,$3400.00,$204980.00,,($1250.00),84.24%,61.59%,$0.00,$0.00
956,Sell Short,25/07/2025 01:40,SE,$3556.8,$0.00,1,$2020.00,0.57%,$3450.00,93.75%,,$0.00,$0.00
,Buy to Cover,25/07/2025 16:50,SX,$3536.6,,$2020.00,$207000.00,,($230.00),61.14%,54.89%,$0.00,$0.00
957,Buy,29/07/2025 02:30,LE,$3515.7,$0.00,1,$720.00,0.20%,$1370.00,58.05%,,$0.00,$0.00
,Sell,29/07/2025 16:50,LX,$3522.9,,$720.00,$207720.00,,($990.00),72.46%,30.51%,$0.00,$0.00
958,Buy,30/07/2025 04:25,LE,$3527.5,$0.00,1,($2500.00),-0.71%,$180.00,6.72%,,$0.00,$0.00
,Sell,30/07/2025 09:15,Stop Loss,$3502.5,,($2500.00),$205220.00,,($2500.00),0.00%,-93.28%,$0.00,$0.00
959,Buy,01/08/2025 01:50,LE,$3487.7,$0.00,1,$6830.00,1.96%,$6860.00,85.43%,,$0.00,$0.00
,Sell,01/08/2025 16:50,LX,$3556.0,,$6830.00,$212050.00,,($1170.00),99.63%,85.06%,$0.00,$0.00
960,Sell Short,05/08/2025 00:10,SE,$3566.0,$0.00,1,($860.00),-0.24%,$2270.00,54.57%,,$0.00,$0.00
,Buy to Cover,05/08/2025 16:50,SX,$3574.6,,($860.00),$211190.00,,($1890.00),24.76%,-20.67%,$0.00,$0.00
961,Buy,07/08/2025 00:30,LE,$3587.0,$0.00,1,$3010.00,0.84%,$3150.00,74.12%,,$0.00,$0.00
,Sell,07/08/2025 16:50,LX,$3617.1,,$3010.00,$214200.00,,($1100.00),96.71%,70.82%,$0.00,$0.00
962,Buy,12/08/2025 03:40,LE,$3546.7,$0.00,1,($2500.00),-0.70%,$100.00,3.85%,,$0.00,$0.00
,Sell,12/08/2025 10:20,Stop Loss,$3521.7,,($2500.00),$211700.00,,($2500.00),0.00%,-96.15%,$0.00,$0.00
963,Buy,13/08/2025 02:20,LE,$3545.0,$0.00,1,$220.00,0.06%,$1760.00,78.57%,,$0.00,$0.00
